gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
GLS,465.547475,0.081443754,0.158115726,0.51508952,0.606490466,0.889356336
GLS2,1.559400081,0.474915266,0.941488623,0.50443017,0.613959122,NA
GLT1D1,553.4187078,-0.097705671,0.191169516,-0.511094409,0.609284951,0.889583185
GLT8D1,66.62141383,0.311065693,0.32189777,0.966349325,0.333869412,0.750164253
GLT8D2,8.108832825,0.325229272,0.567346811,0.573245968,0.566478164,NA
GLUD1,1333.770887,-0.064437726,0.119291197,-0.540171672,0.589078647,0.882992213
GLUL,14027.63596,0.328399661,0.278939573,1.177314704,0.23906992,0.678243763
GLYCTK,186.991745,-0.165435413,0.127463902,-1.29790012,0.194321659,0.639692707
GLYR1,257.7408492,0.127788233,0.089625594,1.425800691,0.153925882,0.592275307
GM2A,125.7547586,0.028428723,0.240134518,0.118386658,0.905761297,0.974960992
GMCL1,289.645879,0.401434108,0.160007696,2.508842506,0.012112748,0.301888205
GMDS,211.9677876,-0.008221563,0.1400972,-0.058684709,0.953203239,0.9884432
GMEB1,309.6878048,0.336291696,0.180161655,1.866610832,0.061955954,0.46419725
GMEB2,301.9807476,-0.454716756,0.130246339,-3.491205655,0.000480846,0.098007094
GMFB,73.17830367,0.121090683,0.254823325,0.47519466,0.634648233,0.897805712
GMFG,28929.54679,-0.161402773,0.241683891,-0.667825944,0.504244704,0.849080262
GMNN,255.3497372,0.036498294,0.177159235,0.206019707,0.836775518,0.9580169
GMPPA,1076.677788,-0.066407702,0.144397594,-0.459894796,0.645591736,0.900650135
GMPPB,174.9000033,-0.244027719,0.164263122,-1.485590413,0.137387492,0.572051112
GMPR,158.4230718,-0.190160454,0.179691077,-1.058263198,0.289935466,0.718191777
GMPR2,159.8002456,0.059336017,0.202990786,0.292308917,0.770050441,0.941334904
GMPS,266.4297502,-0.052463974,0.216104712,-0.24277108,0.80818274,0.951954779
GNA11,40.53089901,0.012434733,0.262099149,0.047442859,0.962160271,NA
GNA12,72.77943456,-0.540983528,0.18480145,-2.927377073,0.003418342,0.199700824
GNA13,685.1905988,-0.181626761,0.163440352,-1.111272452,0.266451093,0.697555356
GNA14,22.85435073,0.44724426,0.377694575,1.184142664,0.236356594,NA
GNA15,1280.926596,0.072099608,0.205814728,0.350313159,0.72610369,0.925764188
GNAI1,4.26106962,-0.393647229,0.636227522,-0.618720843,0.536100277,NA
GNAI2,6463.11766,-0.412667393,0.153676305,-2.685302683,0.007246415,0.2498651
GNAI3,1530.222186,0.38798298,0.254656185,1.523556083,0.127619641,0.564797599
GNAL,1.177022069,-0.934882774,1.20912141,-0.773191812,0.439408871,NA
GNAO1,24.97881766,0.20854052,0.392449509,0.531381784,0.595154242,NA
GNAQ,644.8190762,-0.056615357,0.182610644,-0.31003317,0.756535733,0.937548941
GNAT2,588.9741943,0.077903411,0.17172933,0.453640686,0.650087465,0.901395613
GNAZ,108.7872702,-0.210357628,0.276263956,-0.761437108,0.44639603,0.8145434
GNB1,4299.891264,-0.200249929,0.138331653,-1.447607433,0.147726871,0.584451059
GNB1L,340.0557065,0.057782704,0.205210612,0.281577561,0.778267448,0.943827964
GNB2,16358.15771,-0.009824577,0.161699805,-0.060758126,0.95155184,0.988087056
GNB3,0.69444676,0.048001223,2.284307293,0.02101347,0.983234911,NA
GNB4,1652.52399,0.591064127,0.218154427,2.709384055,0.006740826,0.248300631
GNB5,184.5346192,-0.223841759,0.137436263,-1.628695034,0.103377595,0.538313553
GNE,47.83849442,-0.154324174,0.318732799,-0.4841804,0.628257846,NA
GNG10,4400.99771,0.057796595,0.184910963,0.312564456,0.754611586,0.936789508
GNG12,9.209100587,0.791862672,0.6569073,1.205440512,0.22803329,NA
GNG14,48.83885383,0.218128414,0.232808916,0.93694184,0.348788476,NA
GNG2,4846.566342,-0.010791212,0.212125675,-0.050871787,0.959427687,0.990931761
GNG3,3.26563585,0.888922176,0.618772872,1.436588795,0.150834869,NA
GNG5,2805.499362,0.300311498,0.215213717,1.395410585,0.162892061,0.602987843
GNG7,23.54347932,0.333744794,0.44941739,0.742616556,0.457713862,NA
GNGT2,570.5931833,-0.203485338,0.160246502,-1.269827015,0.204146255,0.650466105
GNL1,471.1120975,-0.287504091,0.128182752,-2.242923368,0.024901757,0.362911733
GNL2,139.0926921,0.096756413,0.236734881,0.408712113,0.682750944,0.912056454
GNL3,108.2745148,-0.05685011,0.277968129,-0.204520246,0.837946973,0.958627004
GNL3L,1939.588344,0.106693566,0.137420255,0.776403494,0.437510782,0.808390189
GNLY,996.6890055,0.740499022,0.687943121,1.076395707,0.281750322,0.709948887
GNMT,208.2633476,0.480360481,0.289952778,1.656685214,0.097583134,0.532129556
GNPAT,517.6027076,-0.013777882,0.165870192,-0.083064246,0.933800455,0.98256353
GNPDA1,116.0182779,0.214311862,0.240927944,0.889526793,0.37372003,0.772694425
GNPDA2,27.75927276,0.576699269,0.293285047,1.966343918,0.049258897,NA
GNPNAT1,171.0043634,0.180862226,0.239141404,0.756298253,0.449470395,0.815926655
GNPTAB,136.7908002,-0.04410208,0.181219121,-0.243363283,0.807723985,0.951954779
GNPTG,2767.758496,-0.139059344,0.105402485,-1.319317508,0.187062987,0.629861129
GNRHR,2.854555427,-0.253713997,0.639099125,-0.396986925,0.691377102,NA
GNS,852.9238007,-0.061478982,0.198275444,-0.310068562,0.756508819,0.937548941
GOLGA1,126.4922523,0.00204886,0.176265958,0.011623684,0.990725851,0.997797025
GOLGA2,297.8669589,-0.139871941,0.160754576,-0.870096171,0.38424785,0.778329018
GOLGA3,105.9705818,-0.167239811,0.193435926,-0.864574716,0.387272255,0.780501236
GOLGA4,254.4748208,-0.362649437,0.200670817,-1.807185728,0.070733325,0.479970282
GOLGA5,116.9290199,0.131087824,0.201821175,0.649524632,0.515999331,0.853375643
GOLGA7,490.5392781,0.411694139,0.196847851,2.091433235,0.036489246,0.403223924
GOLGB1,368.065761,-0.02310522,0.132181018,-0.174799833,0.861236919,0.963425893
GOLIM4,95.99934244,-0.357285503,0.15562873,-2.295755434,0.021689869,0.349630014
GOLM1,241.2078708,-0.324637214,0.211588979,-1.534282249,0.124960231,0.563338596
GOLM2,26.37331924,0.220280683,0.315934449,0.697235402,0.485655487,NA
GOLPH3,1973.302598,0.335273184,0.166447667,2.014285868,0.043979529,0.425108194
GOLPH3L,137.418791,0.105526228,0.149181967,0.707365844,0.479339157,0.83520113
GOLT1A,1.253646935,0.949875981,1.366109002,0.695314927,0.486857962,NA
GOLT1B,72.86400242,0.117636998,0.299162266,0.393221375,0.694155984,0.916349839
GON4L,105.5403537,-0.380062724,0.222052743,-1.711587612,0.086972693,0.510700089
GON7,120.8021842,0.060213422,0.26291415,0.229023132,0.818850937,0.954125198
GOPC,440.2412415,-0.199859703,0.113344064,-1.763301011,0.077849735,0.490410555
GORAB,110.2586918,-0.301840476,0.210382127,-1.434724894,0.151365507,0.590562363
GORASP1,213.399821,-0.023323917,0.188014326,-0.124053936,0.90127257,0.973978248
GORASP2,706.1801734,0.288812282,0.195018492,1.480948187,0.138620381,0.572984312
GOSR1,478.3965514,0.257165531,0.179268067,1.434530621,0.151420897,0.590562363
GOSR2,715.4276554,-0.144480595,0.116740947,-1.237617126,0.215858061,0.657046086
GOT1,978.8808151,0.007687427,0.125260938,0.061371305,0.951063505,0.987899713
GOT2,2505.469125,0.019122202,0.214670646,0.089076932,0.92902077,0.981340306
GP1BA,3384.472369,0.016136354,0.27753504,0.058141683,0.953635773,0.988668171
GP1BB,182.7847223,-0.090924258,0.449937453,-0.202081996,0.839852623,0.958817895
GP5,220.4977886,-0.723393959,0.493827349,-1.464872206,0.142955787,0.579201479
GP6,250.6747918,-0.029649013,0.279094824,-0.106232758,0.915397681,0.976963873
GP9,9703.583877,-0.172272332,0.286190302,-0.601950277,0.547207236,0.869550812
GPA33,2.951795534,1.315402018,1.07017129,1.229150912,0.219015229,NA
GPAA1,1156.914364,-0.115664395,0.145904049,-0.792742873,0.427927646,0.803873626
GPALPP1,110.4770023,-0.109397316,0.199000614,-0.54973356,0.582502135,0.881344372
GPAM,22.73671459,-0.27354856,0.276976637,-0.987623226,0.323337207,NA
GPANK1,764.0788432,-0.397533233,0.175188684,-2.269171862,0.023257877,0.356128956
GPAT2,1.196179352,1.203096496,1.669120761,0.720796556,0.471034695,NA
GPAT3,555.7790749,0.717070899,0.472394809,1.517948303,0.129027432,0.564797599
GPAT4,283.0142431,-0.19297062,0.170392315,-1.132507766,0.257421021,0.690523447
GPATCH1,228.7462825,0.015633069,0.291732287,0.053587038,0.957264184,0.990192259
GPATCH11,153.6366997,0.066248157,0.181477342,0.365049194,0.715074685,0.922326678
GPATCH2,112.2302822,0.062435047,0.184337811,0.338699082,0.734836432,0.929042657
GPATCH2L,109.8111403,0.185670689,0.206854567,0.897590476,0.369403918,0.77157031
GPATCH3,273.7973616,0.15070648,0.173750343,0.86737371,0.385737281,0.778712472
GPATCH4,549.1551608,-0.285677693,0.157686641,-1.811679735,0.070035697,0.479970282
GPATCH8,1343.749047,0.000274498,0.122985875,0.002231946,0.998219166,0.999806174
GPBAR1,1467.594292,0.130823047,0.284945876,0.459115427,0.646151279,0.900841379
GPBP1,302.0985069,0.255106166,0.24333218,1.04838647,0.294460585,0.721336753
GPBP1L1,264.834729,-0.063998021,0.185407137,-0.345175608,0.729962355,0.927129148
GPC1,4.641976941,-0.323450165,0.610093129,-0.530165231,0.595997375,NA
GPC2,4.270391739,-1.428447761,1.141013766,-1.251911066,0.210602272,NA
GPC3,9.585618557,0.329320243,0.655685062,0.502253691,0.615489079,NA
GPC4,3.802852315,0.570227634,1.291348147,0.441575446,0.658796455,NA
GPC6,0.824734173,1.009223698,1.501908752,0.671960728,0.501608698,NA
GPCPD1,1057.358032,-0.085278066,0.180304055,-0.472968098,0.63623594,0.897805712
GPD1,57.44344216,-0.200590612,0.230042326,-0.871972633,0.383223307,NA
GPD1L,264.9488238,0.180977872,0.36258791,0.49912826,0.61768903,0.894412752
GPD2,170.2143423,-0.209019786,0.122912675,-1.700555176,0.089026547,0.516804741
GPER1,0.791181184,-0.1775616,1.334757628,-0.133029096,0.89417037,NA
GPHN,72.47284728,0.340614765,0.384013521,0.886986387,0.375086229,0.774142866
GPI,3950.067883,-0.295574419,0.149006814,-1.983630216,0.047297078,0.433813444
GPIHBP1,10.38005598,-0.024677639,0.506925145,-0.048681031,0.961173493,NA
GPKOW,316.2414315,0.21155462,0.1428914,1.480527318,0.138732576,0.572984312
GPM6B,41.5430322,-0.32057722,0.327041897,-0.980232879,0.326971178,NA
GPN1,849.4860037,0.476331053,0.246435842,1.932880574,0.053250911,0.448493289
GPN2,213.5214012,-0.074656025,0.153288898,-0.487028259,0.626238305,0.894965024
GPN3,88.75019748,0.272520435,0.293939369,0.927131456,0.353858286,0.763566831
GPNMB,16.81298613,-0.471272827,0.442429997,-1.065191851,0.28678912,NA
GPR107,953.7001488,0.013828716,0.190864471,0.072453064,0.942241357,0.984798493
GPR108,463.437553,-0.094173216,0.154436788,-0.609784864,0.54200433,0.868494708
GPR132,1157.628662,-0.310918879,0.12537546,-2.479902199,0.013141842,0.303619592
GPR137,914.1254614,-0.20238898,0.11704359,-1.729176118,0.083777579,0.501899384
GPR137B,239.8818007,0.032852161,0.271293926,0.121094347,0.903616307,0.974481925
GPR141,5.20334487,-0.099248957,0.526058206,-0.188665353,0.850355108,NA
GPR143,10.56533391,0.310774161,0.490197924,0.633976901,0.526095897,NA
GPR146,441.580893,0.010361664,0.199499508,0.051938294,0.958577861,0.990879763
GPR15,39.87073549,0.134745341,0.385917,0.349156272,0.726971993,NA
GPR150,1.245052066,-0.657258757,0.914835767,-0.718444535,0.472483235,NA
GPR153,0.851310945,0.432939736,1.647936335,0.262716299,0.792769253,NA
GPR155,20.01530006,0.566780761,0.338875946,1.672531695,0.094419523,NA
GPR157,4.933725591,-0.760611076,0.652485529,-1.165713326,0.243730371,NA
GPR160,59.75582673,0.26386977,0.272563648,0.968103311,0.332992776,NA
GPR161,24.62134173,-0.398288635,0.454983306,-0.875391757,0.381360783,NA
GPR162,13.33040214,-0.66798494,0.360665197,-1.852091482,0.064012687,NA
GPR171,378.2498798,0.695090838,0.321153337,2.164358139,0.030436874,0.385589789
GPR173,2.205970394,1.287147641,0.949218015,1.356008441,0.175096482,NA
GPR174,69.53152747,-0.004207862,0.289694824,-0.014525153,0.988411012,0.997001625
GPR176,0.637931354,1.334152111,2.432996376,0.548357624,0.583446368,NA
GPR179,1.088113214,-3.597079946,2.81434128,-1.278124999,NA,NA
GPR18,203.0781567,0.161875955,0.240721915,0.672460399,0.501290643,0.847911454
GPR180,90.44002589,-0.08900512,0.23443958,-0.379650568,0.704204818,0.918876976
GPR183,627.8503042,0.264280721,0.285925366,0.924299669,0.355330315,0.763566831
GPR19,99.76268337,0.082850763,0.182715875,0.453440419,0.650231637,0.901395613
GPR21,1.436783872,2.251881533,1.502453271,1.498803042,0.133924735,NA
GPR22,1.286248873,-0.017866459,1.056674142,-0.016908201,0.98650985,NA
GPR25,13.17088478,-0.668242425,0.423450172,-1.578089865,0.114544966,NA
GPR27,10.85634423,-0.002389643,0.349062806,-0.006845884,0.994537818,NA
GPR33,6.575399541,0.603897113,0.643369087,0.93864801,0.347911495,NA
GPR34,17.58717663,-0.093271039,0.298681503,-0.312275912,0.754830844,NA
GPR35,99.00380941,-0.788522833,0.453506334,-1.738725073,0.082083133,0.498691106
GPR37L1,1.114621771,-0.800573776,1.130683872,-0.708043863,0.478918019,NA
GPR4,1.052713314,-1.326360968,1.571672141,-0.843917082,0.398715742,NA
GPR52,3.749395964,-1.631144486,0.720874462,-2.262730296,0.02365232,NA
GPR55,29.95821762,-0.80488531,0.375162075,-2.145433568,0.031918198,NA
GPR65,703.7437008,0.33316511,0.17609161,1.891998774,0.058491144,0.458139004
GPR68,55.41537411,-0.104570414,0.408930237,-0.255717003,0.798169365,NA
GPR82,2.515044242,-1.31326527,0.907550454,-1.447043814,0.147884653,NA
GPR84,9.910315575,-0.549151014,0.485867709,-1.130248017,0.258371732,NA
GPR85,7.27185222,0.188649314,0.479248744,0.393635489,0.693850176,NA
GPR89A,456.4690623,0.112143092,0.173470931,0.646466192,0.517977485,0.854058647
GPRASP1,2.56134636,1.424141496,0.79676995,1.787393583,0.073873898,NA
GPRASP2,4.873238168,-2.412948502,1.090952621,-2.211781204,0.026981786,NA
GPRC5A,2.975517622,-1.221896215,1.731128971,-0.705837771,0.48028903,NA
GPRC5B,21.67764023,-0.918013234,0.435022061,-2.11026823,0.034835258,NA
GPRC5C,323.9356195,-0.104356682,0.253627835,-0.411455949,0.680738236,0.911966352
GPRC5D,1.689845189,2.415947598,1.271525209,1.900039088,0.05742799,NA
GPRIN1,22.01009583,0.220159795,0.513127509,0.429054749,0.667883382,NA
GPRIN3,59.18846421,-0.003177666,0.345510268,-0.009197024,0.99266194,NA
GPS1,2207.346462,0.004492969,0.136228797,0.032981053,0.973689697,0.994320705
GPS2,7346.474697,-0.203233683,0.124891576,-1.627280957,0.10367744,0.538313553
GPSM1,190.5115726,-0.11121896,0.289981048,-0.38353872,0.701320367,0.918463161
GPSM2,12.87427886,0.287827947,0.417244148,0.689830998,0.490300473,NA
GPSM3,18557.05567,-0.052206921,0.154704376,-0.337462471,0.735768298,0.929315964
GPT,35.47087161,-0.027957701,0.333034496,-0.083948365,0.933097485,NA
GPT2,7.312963812,0.42735715,0.508032351,0.841200662,0.40023553,NA
GPX1,251616.0502,0.214255231,0.249143761,0.859966267,0.389807637,0.782844853
GPX2,0.538621734,1.607143377,1.813630248,0.886147206,0.375538208,NA
GPX3,2786.823753,-0.348761832,0.321300725,-1.085468552,0.277714185,0.706869467
GPX4,15613.39635,0.027370415,0.27101801,0.100991131,0.919557501,0.978601889
GPX7,42.27222742,0.201812489,0.263464261,0.765995691,0.443678866,NA
GPX8,1.977409759,-0.683860584,1.110488754,-0.615819459,0.538013683,NA
GRAMD1A,2733.74105,0.248933976,0.283397611,0.878391229,0.379731443,0.776439817
GRAMD1B,274.0261233,-0.115788812,0.149030322,-0.776948011,0.437189444,0.808122044
GRAMD1C,5.742556542,0.129180559,0.710638869,0.18178088,0.85575469,NA
GRAMD2B,261.0722868,0.117654689,0.201350585,0.584327526,0.558999977,0.875143121
GRAMD4,91.19191778,0.15365913,0.289465027,0.530838326,0.595530819,0.884263306
GRAP2,1149.513951,-0.195294649,0.247015522,-0.790616912,0.429167575,0.804034996
GRB10,138.8728527,-0.53314279,0.227145054,-2.347146816,0.018917799,0.329824231
GRB2,4264.415288,0.263318805,0.260123254,1.012284757,0.311401921,0.735705166
GRB7,4.1298533,0.373742541,0.595206072,0.627921249,0.53005553,NA
GREB1L,9.991549934,0.316321519,0.396509095,0.797766111,0.425006231,NA
GRHL1,6.87917663,0.441474567,0.447566416,0.986388949,0.323942286,NA
GRHL2,1.271513958,-0.323121844,1.337956755,-0.241503952,0.809164554,NA
GRHL3,0.795120681,-3.002752236,1.818379599,-1.651334099,0.098670373,NA
GRHPR,911.5644054,-0.235676508,0.151432169,-1.556317325,0.119632654,0.557321029
GRIA3,4.073853452,1.254996904,0.669184265,1.875413051,0.060735921,NA
GRID1,0.744212903,-1.981486649,1.422195323,-1.393259151,0.163541438,NA
GRIFIN,7.247252577,-1.181417195,0.465208889,-2.539541319,0.011099793,NA
GRIK4,2.929663066,1.099912121,0.763258349,1.441074472,0.149563645,NA
GRIK5,2.353340467,0.113947265,1.088619602,0.104671333,0.91663661,NA
GRIN2B,0.909627804,-1.726397177,2.686878577,-0.642528915,0.520529821,NA
GRIN2C,0.919685161,0.533091232,1.46217549,0.364587723,0.715419181,NA
GRIN3B,2.79528622,-0.115804195,0.873756604,-0.132535988,0.89456036,NA
GRINA,1229.800932,0.529755354,0.320698721,1.651878601,0.098559301,0.532129556
GRIP1,41.82363258,1.06087437,0.664555476,1.596366907,0.1104069,NA
GRIP2,143.1360577,-0.061172683,0.222660514,-0.274735209,0.783519678,0.945919136
GRIPAP1,380.6148402,0.004239406,0.134183233,0.031594154,0.974795705,0.99432855
GRK1,199.1565422,-0.71604673,0.388423428,-1.843469468,0.065260496,0.470449052
GRK2,21310.73393,-0.310731929,0.189132622,-1.642931429,0.100397121,0.533802861
GRK3,150.3131724,-0.168602348,0.174676959,-0.965223742,0.334432757,0.750164253
GRK4,28.82414926,-0.182362781,0.284150908,-0.641781448,0.521015097,NA
GRK5,36.0025007,0.033850827,0.2782138,0.121671992,0.903158795,NA
GRK6,3577.640989,-0.35844837,0.136768173,-2.620846368,0.008771178,0.270261662
GRK7,3.668673764,-0.324193573,0.680928278,-0.476105316,0.63399935,NA
GRM2,25.83092979,-0.184581115,0.45320621,-0.407278433,0.683803501,NA
GRM4,30.29158121,0.314272045,0.460906354,0.681856611,0.495329623,NA
GRN,31100.35959,0.004927393,0.262441156,0.018775228,0.985020415,0.996622847
GRPEL1,975.3073566,-0.045407413,0.12112627,-0.374876674,0.707752188,0.919926478
GRPEL2,107.0806089,0.016854313,0.172426694,0.097747702,0.922132636,0.979220881
GRPR,19.72579497,0.191913241,0.44130166,0.434879944,0.663649573,NA
GRSF1,99.92527914,0.133861963,0.245016197,0.546339241,0.584832767,0.882125681
GRTP1,13.60201646,-0.454668373,0.427877992,-1.062612196,0.287957854,NA
GRWD1,173.6710706,0.365913174,0.202415444,1.807733478,0.070647991,0.479970282
GRXCR1,25.87327671,0.102784907,0.310204488,0.331345649,0.740383414,NA
GSDMA,194.7776303,-0.64670458,0.284315165,-2.27460459,0.022929661,0.354655727
GSDMB,22.20054765,1.125861441,0.454319804,2.478125388,0.013207472,NA
GSDMD,4427.932693,-0.289948651,0.128175888,-2.262115399,0.023690274,0.357666689
GSDME,2.345828488,0.905810671,1.284651665,0.705102166,0.480746659,NA
GSE1,177.376888,-0.334680589,0.193264795,-1.731720406,0.083323356,0.500470862
GSG1,12.4776747,-0.702821927,0.366694957,-1.916639194,0.055283785,NA
GSG1L,2.393970862,1.075653534,1.080306505,0.995692916,0.319399373,NA
GSK3A,1209.960092,-0.375160182,0.170237575,-2.203744867,0.027542292,0.37369512
GSK3B,491.5582789,-0.276652544,0.114307862,-2.420240742,0.015510235,0.312472501
GSN,8999.499172,-0.247478931,0.139627364,-1.772424283,0.076324154,0.487876755
GSPT1,556.115022,0.013236822,0.125864762,0.105167024,0.916243277,0.977297748
GSPT2,37.51243005,-0.029265344,0.301761814,-0.096981603,0.922741004,NA
GSR,414.9391503,0.510252627,0.266990153,1.911129006,0.055988004,0.45553454
GSS,730.0467658,-0.026486803,0.138108573,-0.191782465,0.847912607,0.959893166
GSTA1,20.00209611,1.101629781,0.600553448,1.834357601,0.066600929,NA
GSTCD,9.126505034,0.355738494,0.872523784,0.407712088,0.683485062,NA
GSTK1,1393.877437,-0.134543937,0.134450756,-1.000693049,0.316975229,0.739747025
GSTO1,3439.674412,0.050233311,0.147651528,0.340215311,0.733694389,0.928163881
GSTO2,50.08360472,-0.222809029,0.276928152,-0.804573417,0.421065887,NA
GSTZ1,461.2011245,-0.24604424,0.145459644,-1.691494865,0.090742328,0.520009783
GTDC1,150.14616,0.171265653,0.263317828,0.650414193,0.515424712,0.853288424
