gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LOC103679442,17.21067086,-0.385752299,0.421288194,-0.91564944,0.359850791,NA
LOC103679444,2.643099331,0.135487665,0.838304901,0.161620986,0.87160433,NA
LOC103679448,5.50542763,-0.752307833,0.68780641,-1.093778457,0.274052155,NA
LOC103679451,10.50227659,1.363917487,0.630385176,2.16362557,0.030493097,NA
LOC103679453,12.37400652,-0.540853247,0.395378755,-1.367937046,0.171331783,NA
LOC103679460,504.6810969,-0.290445492,0.210976868,-1.376669844,0.168614346,0.608565966
LOC103679461,455.8915875,-0.101709025,0.39756081,-0.255832624,0.798080082,0.950648118
LOC103679465,0.595668933,0.023172875,1.509691851,0.015349407,0.987753426,NA
LOC103679468,1.336254485,-0.026418488,1.191294855,-0.02217628,0.982307339,NA
LOC103679473,1443.855027,-0.151154139,0.140532492,-1.075581434,0.282114494,0.710328018
LOC103679478,3.102308044,0.016841534,0.647024667,0.026029199,0.979234049,NA
LOC103679479,4.390958998,0.258937934,0.742433335,0.348769272,0.727262534,NA
LOC103679499,3688.114683,0.12796198,0.126567378,1.011018655,0.312007501,0.735705166
LOC103679500,511.0505804,0.175633755,0.159101218,1.103912071,0.269631282,0.699790073
LOC103679512,28.26166501,0.006627773,0.291520033,0.022735224,0.981861478,NA
LOC103679518,9027.06145,-0.084185611,0.125379893,-0.671444274,0.501937549,0.848414481
LOC103679521,4873.268192,-0.21565913,0.190713346,-1.130802507,0.258138224,0.690523447
LOC103679525,1.937275069,-0.416385517,1.056025013,-0.394295127,0.69336316,NA
LOC103679526,29.20416612,0.611732655,0.405523588,1.508500795,0.131426403,NA
LOC103679529,508.6141364,0.063826598,0.216766969,0.294447988,0.768415602,0.940778947
LOC103679532,490.92132,0.579290045,0.291982401,1.98398959,0.047257,0.433813444
LOC103679543,34.77339948,-0.275358079,0.286128003,-0.962359767,0.335868916,NA
LOC103679565,7.361353462,0.444740561,0.63749724,0.697635273,0.485405317,NA
LOC103679572,43.76893473,0.364925203,0.30789931,1.185209551,0.235934604,NA
LOC103679573,4.606531885,0.55270258,0.781494283,0.707238162,0.479418487,NA
LOC103679586,135.2325006,0.170207844,0.361469341,0.470877677,0.63772809,0.897966374
LOC103679602,632.9676327,0.316917071,0.187405519,1.691076509,0.090822191,0.520009783
LOC103679616,7791.52365,0.281822329,0.356680724,0.790124923,0.429454816,0.804034996
LOC103679632,26.27501645,0.08549011,0.306757228,0.278689798,0.780482892,NA
LOC103679633,2.536098835,-0.157267103,0.724825922,-0.216972238,0.82822998,NA
LOC103679643,20.1644284,-0.111347747,0.310103278,-0.359066656,0.719545226,NA
LOC103679644,1.233681018,-2.764999833,2.449782748,-1.128671445,NA,NA
LOC103679657,1367.523037,0.011123998,0.103794311,0.107173487,0.914651349,0.976618833
LOC103679663,181.9812284,0.122450613,0.329186782,0.37197913,0.709908388,0.920712632
LOC103679676,693.4881535,0.303682681,0.194082669,1.564707878,0.11765142,0.55505589
LOC103679677,1.471157338,-0.963278313,1.053136967,-0.914675245,0.360362144,NA
LOC103679679,0,0,0,0,1,NA
LOC103679684,21.44082848,-0.329216753,0.773845939,-0.425429322,0.670523735,NA
LOC103679693,4011.66269,-0.167538265,0.140552603,-1.191996888,0.233262466,0.672573881
LOC103679712,16.88602559,-0.475953306,0.506059018,-0.940509485,0.346956287,NA
LOC103679713,0.716282155,0.351251782,1.611148289,0.218013317,0.827418736,NA
LOC103679719,15.47464546,0.401105141,0.380657786,1.053715845,0.292013032,NA
LOC103679723,106.7244058,0.082398827,0.131106108,0.628489612,0.52968325,0.862350794
LOC103679730,58.36336852,0.544864523,0.331624767,1.643015173,0.100379794,NA
LOC103679737,22.21711297,-0.052413552,0.319108179,-0.164250107,0.869534257,NA
LOC103679782,1.160059597,0.341214327,1.403326985,0.243146701,0.807891754,NA
LOC103679788,0.149601595,0.416693171,3.094735953,0.134645791,0.892891935,NA
LOC103679791,547.4835623,0.765114143,0.361687158,2.115403118,0.034395604,0.397325544
LOC103679823,2.955042185,-0.769963851,1.215482524,-0.63346353,0.526430989,NA
LOC103679827,2.133939003,1.392316627,1.080820668,1.288203185,0.197675244,NA
LOC103679828,48.0550397,0.231581952,0.595194689,0.389086052,0.697212491,NA
LOC103679829,17.67795235,0.27076342,0.555293265,0.487604365,0.625830103,NA
LOC103679831,46.29980732,0.269381218,0.268125036,1.004685061,0.315048524,NA
LOC103679834,3.062024338,0.192057864,0.677968692,0.283284267,0.776958937,NA
LOC103679837,2.731286935,1.39496891,1.027406622,1.357757366,0.174540687,NA
LOC103679840,0.526989616,1.356612869,2.374393188,0.571351399,0.567761467,NA
LOC103679845,9.01699916,-2.180144163,2.437810986,-0.894304019,0.37115925,NA
LOC103679850,2.675202296,0.823466189,0.867860645,0.9488461,0.342698891,NA
LOC103679860,2.896610035,-1.328347072,1.063436257,-1.249108315,0.21162546,NA
LOC103679874,6.217143612,0.219851701,0.460873414,0.477032726,0.633338818,NA
LOC103679877,101.186446,-0.198672005,0.261547475,-0.759602076,0.447492478,0.815572929
LOC103679878,21.98711394,-0.033922819,0.563463825,-0.060204077,0.951993099,NA
LOC103679879,7.607211475,0.307756518,0.511722945,0.601412388,0.54756535,NA
LOC103679880,60.13639018,-0.33731859,0.271606546,-1.241938365,0.214259304,0.655855389
LOC103679881,79.72057689,0.449716494,0.329260884,1.365836383,0.171990324,0.613857931
LOC103679882,16.77647939,-0.100316085,0.409641501,-0.244887505,0.806543537,NA
LOC103679884,2.761273619,-0.334037154,0.932404316,-0.358253548,0.720153578,NA
LOC103679888,68.66120085,-0.248518326,0.327943205,-0.757809039,0.44856531,0.815901712
LOC103679890,1787.285685,-1.020704422,0.726434392,-1.405088242,0.15999504,0.599213764
LOC103679891,2.517314306,2.786950567,3.023568519,0.921742156,0.356663086,NA
LOC103679894,33.37062395,-0.01035275,0.372208716,-0.027814367,0.977810207,NA
LOC103679897,3.884177628,1.210048517,1.044123946,1.158912715,0.246491765,NA
LOC103679901,3.705376107,0.085710659,0.868931742,0.098639116,0.921424811,NA
LOC103679902,2.70070329,-0.252700042,0.764158984,-0.330690403,0.740878352,NA
LOC103679908,0.978360271,-1.73419409,3.06471398,-0.565858381,0.571490056,NA
LOC103679909,186.3063978,-0.342167426,0.248769093,-1.37544187,0.168994496,0.608565966
LOC103679910,3.056512968,1.161422508,0.903337859,1.285701132,0.198547386,NA
LOC103679921,1.122271633,-0.568350578,1.096538741,-0.518313268,0.604239717,NA
LOC103679924,2.317451785,-0.676555104,0.77458771,-0.873438986,0.382423849,NA
LOC103679927,131530.9921,0.246339718,0.290365138,0.848379112,0.396226872,0.786344407
LOC103679930,0.65334314,-0.394193261,1.569774006,-0.251114657,0.801725464,NA
LOC103679933,1.987904584,-1.257430247,1.416167148,-0.8879109,0.374588681,NA
LOC103679934,401.9007538,-0.043015315,0.105578784,-0.407423858,0.683696707,0.912499925
LOC103679936,335.8156157,-0.097006301,0.142394503,-0.681250321,0.495713112,0.845795534
LOC103679946,142.6236225,-0.030427984,0.442293913,-0.068795847,0.945152124,0.985998904
LOC103679954,742.095638,-0.086350412,0.167713977,-0.514867117,0.606645881,0.889356336
LOC103679956,2.513794569,1.141422696,1.167645339,0.977542287,0.328300753,NA
LOC103679958,49.22480241,0.459351012,0.42660729,1.076753779,0.281590279,NA
LOC103679966,1.940031547,1.071166374,0.94283857,1.136107928,0.255911398,NA
LOC103679969,272.6042264,-0.104707329,0.160809122,-0.651128043,0.514963836,0.853288424
LOC103679976,1.041329524,0.10897472,1.085140164,0.100424557,0.920007275,NA
LOC103679977,0.556638161,-0.18973964,1.507430635,-0.125869566,0.899835174,NA
LOC103679979,14.33396007,-0.105171112,0.500718821,-0.21004026,0.833636251,NA
LOC103679980,10.58703367,0.057956435,0.513988538,0.112758225,0.910222239,NA
LOC103679982,5.339889479,0.3373992,0.696405775,0.484486506,0.628040639,NA
LOC103679985,68.48130539,0.230694015,0.369987502,0.6235184,0.532943915,0.86439639
LOC103679992,1.473416001,-1.80170059,0.869998623,-2.070923496,0.038365946,NA
LOC103679994,760.2629835,-0.438374268,0.286901195,-1.5279625,0.126521849,0.564797599
LOC103679995,50.17257331,0.481814626,0.346925624,1.388812451,0.164889788,NA
LOC103680001,5217.058711,0.114288214,0.13031321,0.877027075,0.380471932,0.776580064
LOC103680008,14.29614165,0.056267808,0.354161409,0.158876169,0.873766436,NA
LOC103680038,1.412534746,-3.100909628,2.939932306,-1.054755452,0.291537183,NA
LOC103680046,10.90915482,-0.315374596,0.425252257,-0.74161769,0.458319003,NA
LOC103680048,45.82051049,-0.131398506,0.256234337,-0.512806003,0.60808703,NA
LOC103680049,35.84788331,-0.379331316,0.193921171,-1.9561109,0.050452091,NA
LOC103680053,33.33443835,1.612472719,0.555673101,2.901836918,0.003709816,NA
LOC103680071,202211.9292,0.13069715,0.641882807,0.203615284,0.838654148,0.958815351
LOC103680072,315188.7842,0.059309353,0.634741928,0.09343853,0.925555182,0.979767412
LOC103680080,0.611910159,2.011308531,3.07001732,0.655145663,0.512373975,NA
LOC103680081,1.984006454,-0.283718049,3.052459274,-0.092947366,0.925945376,NA
LOC103680108,48.96129211,2.728097346,1.218089263,2.239653061,0.025113455,NA
LOC103680115,0.80700341,-3.196423969,3.044247082,-1.04998835,NA,NA
LOC103680117,0.585855152,-1.376974141,3.054334523,-0.450826237,0.65211479,NA
LOC103680127,6.958468892,-1.025747451,0.463273967,-2.214127112,0.026820036,NA
LOC103680130,300.147931,0.219464033,0.358410224,0.612326374,0.540321844,0.868238765
LOC103680131,19.47806706,0.003677809,0.485828835,0.007570174,0.993959933,NA
LOC103680132,3.304637882,-0.101911921,0.694627061,-0.146714586,0.883357305,NA
LOC103680137,0.92177556,0.538956692,1.242975482,0.433602029,0.664577461,NA
LOC103680143,14.1032339,0.04031125,0.337354365,0.119492303,0.904885338,NA
LOC103680145,7.040776412,-0.409712743,0.592498199,-0.691500403,0.489251127,NA
LOC103680149,0.802474111,-0.222738086,1.23531386,-0.180308902,0.856910067,NA
LOC103680150,4140.35509,-0.250277978,0.102194646,-2.449032201,0.014324064,0.310833403
LOC103680161,3.569569457,0.440232142,0.677011261,0.650258227,0.515525435,NA
LOC103680167,7.787359987,-0.219543371,0.427490489,-0.513563171,0.607557434,NA
LOC103680172,548.6838468,0.77414055,0.34423944,2.248843274,0.024522469,0.361638961
LOC103680189,83.46515857,0.609128337,0.344349301,1.768925722,0.076906271,0.489397666
LOC103680200,29.71707575,-0.034185215,0.505190662,-0.067667947,0.946049965,NA
LOC103680201,5.967294976,0.572571761,0.861390777,0.664706166,0.506238449,NA
LOC103680202,20.13418334,0.040588288,0.491640927,0.082556771,0.934203975,NA
LOC103680203,25.21423794,-0.118822182,0.600324368,-0.197929967,0.843099858,NA
LOC103680205,2.209321987,-0.199593133,2.997030358,-0.066596967,0.94690256,NA
LOC103680211,5.854615353,0.092534357,0.511021756,0.181077138,0.856307029,NA
LOC103680212,22.32636136,0.103253337,0.299561304,0.344681825,0.730333584,NA
LOC103680214,19.1722568,-0.385753038,0.353944682,-1.089868157,0.275771225,NA
LOC103680215,84.6736885,0.198852264,0.243507915,0.816615198,0.414148367,0.79549693
LOC103680220,68.05931966,0.271765512,0.21405991,1.269576877,0.20423539,0.650466105
LOC103680227,11.29561002,-1.213401221,0.699834901,-1.733839251,0.082946609,NA
LOC103680228,2031.146304,0.254071473,0.17775708,1.429318439,0.152912729,0.592275307
LOC103680241,1.078763429,-0.081623858,1.163870104,-0.070131415,0.944089062,NA
LOC103680251,9.09607168,0.155958475,0.421001194,0.370446633,0.711049733,NA
LOC103680262,21.3814946,-0.339791994,0.55828076,-0.608639986,0.542763094,NA
LOC103680266,23.92355801,-0.072134883,0.294321621,-0.245088629,0.806387807,NA
LOC103680273,617.8854159,-0.09501706,0.242398395,-0.391987166,0.695067697,0.917082206
LOC103680276,1006.690153,0.474240892,0.31694231,1.496300355,0.134575403,0.569139307
LOC103680277,149.4539711,-0.381032906,0.239844141,-1.588668811,0.112135184,0.546495169
LOC103680280,83.55385491,-0.013218815,0.397443787,-0.033259584,0.973467583,0.994320705
LOC103680281,43.75901689,-0.410918373,0.202381324,-2.030416463,0.042314225,NA
LOC103680282,233.4948627,-0.091589585,0.255335271,-0.358703225,0.719817116,0.924284276
LOC103680283,1187.812392,0.218047977,0.244385637,0.8922291,0.372270147,0.77253628
LOC103680284,796.5843738,-0.082046267,0.277418952,-0.295748601,0.767422078,0.940778947
LOC103680285,0.500296801,1.173840824,2.07615975,0.565390416,0.571808242,NA
LOC103680286,5973.309997,0.142496731,0.31634063,0.450453458,0.652383506,0.902104857
LOC103680303,7.766869133,0.37943517,0.498462512,0.761211046,0.446531021,NA
LOC103680313,98.12287318,0.226251067,0.273497648,0.827250505,0.408095091,0.793192369
LOC103680314,7.429340661,-0.137821685,0.49147465,-0.280424809,0.779151605,NA
LOC103680319,3.094990684,0.033610672,0.817052676,0.041136481,0.967187092,NA
LOC103680320,24.42818053,0.079939721,0.38549383,0.20736965,0.835721183,NA
LOC103680322,54.79076979,-0.145110414,0.290969726,-0.498713101,0.617981514,NA
LOC103680323,118.9857092,0.64073653,0.353551474,1.812286406,0.069941954,0.479970282
LOC103680336,100.6202913,0.779870649,0.437878012,1.781022631,0.074908754,0.485096963
LOC103680342,2.208749761,-2.600570965,3.008908633,-0.86429044,NA,NA
LOC103680362,0.54941331,1.526844889,2.403462519,0.635268858,0.525253081,NA
LOC103680370,6.378449547,1.889765413,0.874825969,2.16016154,0.030760166,NA
LOC103680390,240.2031117,0.466591115,0.343603864,1.357933259,0.174484863,0.616972477
LOC103680391,485.9720848,-0.375560009,0.275476373,-1.363311143,0.172784472,0.614813438
LOC103680393,2.527892748,0.22594389,0.6435878,0.351069255,0.725536392,NA
LOC103680397,8.174905846,0.17501,0.458889978,0.381376819,0.702923659,NA
LOC103680403,36.00326184,-0.067034478,0.360838025,-0.185774428,0.852621659,NA
LOC103680407,1.436492196,1.765513042,1.586680534,1.112708579,0.26583361,NA
LOC103680418,76.96878827,0.088005179,0.303538558,0.289930807,0.771869173,0.941493983
LOC103680419,64.58018241,0.268498694,0.283055503,0.948572599,0.342838033,0.756792535
LOC103680420,31.68901605,0.392300408,0.320263127,1.224931549,0.220601012,NA
LOC103680421,11.72929629,0.34065031,0.530984703,0.64154449,0.521168985,NA
LOC103680422,166.7602662,0.131527675,0.262361645,0.50132204,0.616144497,0.893058995
LOC103680424,58.12253644,0.425326454,0.290631574,1.463455767,0.143342709,NA
LOC103680425,27.51588342,0.382528126,0.454665014,0.841340578,0.400157164,NA
LOC103680426,59.25718799,0.203249057,0.332465166,0.611339404,0.54097491,NA
LOC103680427,61.84231564,0.149143958,0.391583002,0.380874444,0.703296417,0.91875039
LOC103680428,39.93367592,0.053805305,0.41829984,0.128628558,0.897651568,NA
LOC103680429,35.47075892,-0.14322246,0.338995979,-0.422490144,0.672667293,NA
LOC103680430,235.334756,0.150434023,0.24200287,0.62162082,0.534191227,0.865501137
LOC103680431,205.5030963,0.13058319,0.270221275,0.483245407,0.628921498,0.895863951
LOC103680434,1.442177489,-0.115687574,2.522864303,-0.045855647,0.963425306,NA
LOC103680441,53170.03507,-0.435510743,0.163787265,-2.659002468,0.007837239,0.263040479
LOC103680445,763.3560789,0.14855245,0.373364168,0.397875487,0.69072197,0.915387277
LOC103680446,5.346936168,0.087563721,0.769261657,0.113828267,0.90937393,NA
LOC103680448,1.878458418,0.703333302,0.957787812,0.734331021,0.462747016,NA
LOC103680452,2.193658583,0.459575486,0.884705966,0.519466923,0.603435173,NA
LOC103680453,1.751344642,1.603651629,1.975432989,0.811797534,0.416907817,NA
LOC103680458,0.596036471,0.86803725,3.072897577,0.282481674,0.777574197,NA
LOC103680466,144.4475535,-0.239063047,0.254799656,-0.938239282,0.348121455,0.759507609
LOC103680468,52.7797305,0.801366801,0.32361363,2.476307325,0.013274925,NA
LOC103680469,1.544779973,1.23400021,0.998156153,1.236279721,0.216354606,NA
LOC103680470,1.674742783,1.021632374,1.122704067,0.909974769,0.362835816,NA
LOC103680471,14.89247071,0.63171694,0.409434657,1.542900507,0.122854918,NA
LOC103680474,0.495538963,0.290005306,1.880309759,0.154232729,0.877426237,NA
LOC103680483,5.224743594,-1.014400018,0.537713236,-1.886507435,0.059226607,NA
LOC103680484,838.4156912,0.886370614,0.442798507,2.00174707,0.045311941,0.42982226
LOC103680485,376.2067103,0.59195652,0.392172511,1.509428893,0.131189214,0.565106202
LOC103680493,4.743129379,-0.625418776,0.5109036,-1.224142432,0.220898502,NA
LOC103680498,50.55500173,-0.680257528,0.28263563,-2.406835717,0.016091407,NA
LOC103680508,5.41415638,-0.907827967,1.120205227,-0.810412185,0.417703317,NA
LOC103680514,123.7177304,-0.094940912,0.166185773,-0.571293863,0.567800461,0.877593184
LOC103680548,25666.94774,-0.126993648,0.230575869,-0.550767297,0.581793205,0.881122157
LOC103680561,204246.751,0.047476262,0.127308823,0.372922012,0.709206489,0.920322852
LOC103680572,0.975716054,0.245994978,1.419826356,0.173257087,0.862449353,NA
LOC103680587,1.395172082,1.386293814,2.127388797,0.651641024,0.514632776,NA
LOC103680621,1.057351083,0.016466621,2.296702975,0.007169678,0.994279474,NA
LOC103680622,44.20311866,-0.679978131,0.439808077,-1.546079225,0.122085435,NA
LOC103680626,1.28026641,-0.275941312,0.988033926,-0.279283236,0.78002747,NA
LOC103680629,1000.596195,-0.386432432,0.447569451,-0.863402163,0.387916391,0.780978716
LOC103680630,814.5569721,0.336169494,0.403635256,0.832854636,0.404926717,0.790884522
LOC103680633,93.07651831,-1.240327002,0.481519389,-2.575860975,0.009999084,0.279612034
LOC103680636,467.0574248,-0.286566333,0.407854044,-0.702619815,0.48229271,0.837959602
LOC103680638,26.70869778,-0.403044757,0.335297872,-1.202049852,0.229344214,NA
LOC103680653,1.905077192,-1.369303841,1.044515645,-1.310946225,0.189875932,NA
LOC103680656,1.864319361,-0.379228359,1.215599945,-0.311968061,0.755064796,NA
LOC103680662,0.570906373,-1.984906115,2.781985742,-0.713485366,0.475545465,NA
LOC103680674,0.565113417,-2.097383993,1.767114985,-1.186897293,0.235268135,NA
LOC103680675,5.048318701,1.032365991,0.727365684,1.419321825,0.155805212,NA
LOC103680678,622.24866,-0.256501332,0.264194914,-0.970879146,0.331608464,0.749510308
LOC103680683,8.42061029,1.008744122,0.908507748,1.110330787,0.266856511,NA
LOC103680689,364.7581111,-0.34616886,0.273432085,-1.266014045,0.205508054,0.650466105
LOC103680690,201.8895411,1.263351324,0.490245118,2.576978899,0.009966803,0.279612034
LOC103680691,11.40166439,-0.059549775,0.663183096,-0.089793867,0.928451022,NA
LOC103680693,20.98350163,1.849424258,0.652016131,2.836470096,0.004561525,NA
LOC103680694,8.873119823,-1.148706511,0.546085028,-2.103530497,0.035419422,NA
LOC103680696,10.46221985,1.19724243,1.017485158,1.176668201,0.239327965,NA
LOC103680702,13.10499128,-0.293355125,0.454232235,-0.645826304,0.518391851,NA
LOC103680705,0.540257621,-1.826810506,2.738206881,-0.667155765,0.504672643,NA
LOC103680711,0.797546248,1.090145296,1.90277423,0.572924144,0.566696056,NA
LOC103680716,0.868589997,-0.400352213,1.190575676,-0.336267757,0.736668962,NA
LOC103680717,1.745997535,1.003133435,1.06005174,0.946306107,0.34399248,NA
LOC103680723,200.2020866,-1.078563605,0.305996324,-3.524760012,0.000423867,0.096319615
LOC103680725,1.19705131,-1.243693921,1.54550616,-0.80471625,0.42098344,NA
LOC103680726,294.8866423,-0.829272109,0.288867826,-2.870766603,0.004094777,0.208651656
LOC103680728,0.851156928,-1.096209384,3.054306134,-0.358906192,0.719665267,NA
LOC103680729,8.557837679,-0.500026696,1.041180952,-0.480249562,0.631049949,NA
LOC103680740,2426.832347,0.058870976,0.13464974,0.437215669,0.661954947,0.905351935
LOC103680746,1.467148619,0.194352911,1.782821128,0.109014251,0.913191187,NA
LOC103680773,11.60404564,0.453126054,0.585945451,0.773324638,0.439330278,NA
LOC103680778,0.872677115,-0.027475059,2.670615894,-0.010287911,0.991791579,NA
LOC103680779,7.142203759,0.605006655,0.491343381,1.231331648,0.21819885,NA
LOC103680780,11.65136934,0.184000391,0.413253376,0.445248368,0.656140276,NA
LOC103680781,8.688181953,-0.147152159,0.454377913,-0.32385412,0.746048481,NA
LOC103680785,2.078444453,-0.185761686,0.83513604,-0.222432846,0.823976945,NA
LOC103680805,13.08346614,0.119746094,0.412680549,0.290166558,0.771688819,NA
LOC103680816,9.185582464,-0.215608898,0.768891357,-0.280415296,0.779158903,NA
LOC103680817,22.59572878,0.181421791,0.542520117,0.334405646,0.738073479,NA
LOC103680818,1330.139711,-0.072703149,0.30921741,-0.235119844,0.814115717,0.95364953
LOC103680826,23.24382111,-0.113459646,0.506074825,-0.224195396,0.822605266,NA
LOC103680840,0.874324775,1.105916353,1.715459695,0.644676384,0.519136923,NA
LOC103680844,2.699649786,1.026476267,0.849737367,1.207992382,0.227050192,NA
LOC103680845,58.25270343,-0.328622082,0.238501002,-1.377864579,0.168245103,NA
LOC103680863,37.721128,0.421393221,0.250530988,1.682000395,0.092568763,NA
LOC103680872,0.769740017,-1.13841535,2.682230375,-0.424428625,0.671253248,NA
LOC103680888,4.907797198,1.123465166,1.288228606,0.872100775,0.383153403,NA
LOC103680893,17.1501434,-0.037201986,0.301317173,-0.123464538,0.901739254,NA
LOC103680897,0.909412202,-0.232172632,1.606109856,-0.144555885,0.88506153,NA
LOC103680907,2852.920562,0.106586694,0.144256263,0.73887048,0.459985649,0.820037686
LOC103680914,6.395940695,-0.599156461,0.612632225,-0.978003502,0.328072592,NA
LOC103680940,1.783844734,-1.310907203,1.12202688,-1.168338501,0.242670251,NA
LOC103680942,15.22819565,1.226859269,0.623222974,1.968571957,0.049002266,NA
LOC103680944,101.0972155,0.634066833,0.387021672,1.638323842,0.101354157,0.534879358
LOC103680947,4.745993798,0.266355757,0.697400969,0.381926279,0.702516048,NA
LOC103680950,7.127660753,0.082014259,0.491580136,0.166838024,0.867497499,NA
LOC103680960,94.10169167,0.064371824,1.157746649,0.055600959,0.9556597,0.989605952
LOC103680981,17.1250497,1.171770059,0.477091955,2.45606753,0.014046676,NA
LOC103680983,1.727454449,-0.212191203,1.051877942,-0.20172607,0.840130881,NA
LOC103680986,4.312663074,-0.025728557,0.561608853,-0.045812236,0.963459906,NA
LOC103680992,1.931156098,1.486197742,0.922658751,1.610777267,0.107228278,NA
LOC103680993,4.81950224,1.802209183,1.105560002,1.630132403,0.103073517,NA
LOC103680995,262.2416609,-0.271108936,0.097577436,-2.778397823,0.005462769,0.230689753
LOC103681006,132.9123851,-0.002337825,0.248330431,-0.009414169,0.992488691,0.998481501
LOC103681009,0.809202327,-3.065372274,3.035761449,-1.009754003,NA,NA
LOC103681025,12813.55182,-0.038291234,0.235238761,-0.162776039,0.870694775,0.965861057
LOC103681034,8184.766178,0.15999299,0.152695608,1.047790382,0.294735195,0.721336753
LOC103681043,13.81383518,0.63853159,0.538127923,1.186579551,0.235393506,NA
LOC103681044,232.3567134,-0.067051221,0.186484841,-0.359553198,0.719181288,0.924260512
LOC103681055,4.827020534,0.862484693,0.864125004,0.998101766,0.318230014,NA
LOC103681068,1.739141699,0.697629534,1.323683164,0.527036645,0.598168141,NA
LOC103681072,25.62464084,-0.539043397,0.343415078,-1.569655589,0.116495259,NA
LOC103681076,1.706109561,1.566487869,1.832151943,0.854998885,0.392551765,NA
LOC103681080,27.29942869,0.611410219,0.26904569,2.272514455,0.023055456,NA
LOC103681083,3.076441768,-0.510318087,0.626761915,-0.814213619,0.415522585,NA
LOC103681085,18.16090071,0.978805887,0.701361769,1.395579186,0.162841254,NA
LOC103681093,103.5896224,0.088073472,0.164923742,0.534025432,0.593323939,0.884263306
LOC103681098,4.413241174,0.132763757,0.61047795,0.217475106,0.827838106,NA
LOC103681111,11.01777732,-0.068413438,0.346165687,-0.197632062,0.843332948,NA
LOC103681119,0.561896233,0.30600273,2.829780857,0.108136547,0.913887378,NA
LOC103681120,2.089851081,0.015959222,1.001279109,0.015938835,0.987283188,NA
LOC103681129,239.1199172,0.078369519,0.263506492,0.297410202,0.766153356,0.940778947
LOC103681144,530.2870596,-0.030468823,0.28007528,-0.108787975,0.913370662,0.976516858
LOC103681153,46.9271657,-0.238491319,0.234020373,-1.019104941,0.308153149,NA
LOC103681158,0.06070992,-0.695959153,3.099366219,-0.224548861,0.822330252,NA
LOC103681159,2.091757642,-0.123148754,1.310419654,-0.093976578,0.925127763,NA
LOC103681262,7.820243839,0.170158115,0.37739656,0.450873519,0.65208071,NA
LOC103681273,7.916428424,1.298974426,0.525715039,2.470871729,0.013478415,NA
LOC103681287,0.942604446,-1.619137692,1.490064855,-1.086622294,0.277203768,NA
LOC103681299,1.405933204,-0.818726407,1.530411036,-0.534971578,0.592669511,NA
LOC103681300,2.737740484,-0.267706148,1.156753288,-0.231428906,0.816981611,NA
LOC103681302,11.51839557,-0.211091181,0.699144092,-0.301928004,0.762706947,NA
LOC103681303,33.72474587,-0.042915928,0.419674735,-0.102259974,0.918550324,NA
LOC103681305,57.70936359,-0.027272672,0.292955555,-0.093094912,0.925828159,NA
LOC103681306,1072.560386,-0.287955765,0.220468884,-1.30610615,0.191516462,0.635109132
LOC103681307,1515.297048,0.080535278,0.221949139,0.362854654,0.716713462,0.922917103
LOC103681312,10.67807731,-0.548745188,0.448327265,-1.223983529,0.220958441,NA
LOC103681316,34.68478672,0.562237747,0.334691778,1.679867222,0.092983152,NA
LOC103681323,5.107212834,-0.533305455,0.771306301,-0.691431477,0.489294429,NA
LOC103681324,0.687039197,-1.939918274,2.030799026,-0.955248771,0.339451907,NA
LOC103681334,0.553002796,2.421936748,3.070419369,0.788796727,0.430230823,NA
LOC103681340,9.083134669,-1.628694855,0.710366826,-2.292751851,0.021862296,NA
LOC103681354,25.64235213,0.426152639,0.466448943,0.913610473,0.360921562,NA
LOC103681357,1.762941186,-0.866728696,0.988318339,-0.8769732,0.380501195,NA
LOC103681381,1.1234069,-3.450326107,2.72627361,-1.26558321,0.20566234,NA
LOC103681387,2.624369453,0.227147226,0.929874512,0.24427729,0.807016071,NA
LOC103681399,7.141863823,0.749759369,1.711566963,0.438054359,0.661346879,NA
LOC103681400,1.618831813,-1.708673749,1.616943764,-1.056730473,0.290634613,NA
LOC103681419,23.85543182,0.153270635,1.325938129,0.115594108,0.907974233,NA
LOC103681424,1.873642449,-2.453132392,1.843567105,-1.33064448,0.183306019,NA
LOC103681425,4.85225219,-0.694619693,1.225253883,-0.56691899,0.570769222,NA
LOC103681437,98.07571353,0.426093379,0.244346668,1.743806786,0.081192787,0.497195545
LOC103681442,0,0,0,0,1,NA
LOC103681444,3.606591105,2.336547563,2.30068038,1.015589816,0.309824757,NA
LOC103681445,0.468610769,1.745218716,3.075046189,0.567542277,0.570345812,NA
LOC103681449,1.779512962,-0.390001261,1.312404704,-0.297165394,0.766340241,NA
LOC103681450,13.48712646,-0.745842348,0.703009956,-1.06092715,0.28872301,NA
LOC103681453,216.0396913,-0.25228522,0.303084466,-0.832392445,0.405187465,0.790884522
LOC103681457,1.052509819,0.11968176,1.226868138,0.09755063,0.922289129,NA
LOC103681464,4.301075529,-0.230715559,0.645280123,-0.357543261,0.720685146,NA
LOC103681470,0.970980653,0.663148888,1.283913943,0.516505714,0.605501249,NA
LOC103681473,21.31952448,0.820292227,0.554175113,1.480204013,0.13881881,NA
LOC103681476,4.711614801,-0.308929705,0.534951946,-0.577490571,0.563608106,NA
LOC103681481,6.046893219,0.793129186,0.861432372,0.920709753,0.357201983,NA
LOC103681489,1.406008358,0.650599821,1.062192508,0.612506505,0.540202695,NA
