gene,ensembl id,log2FoldChange,lfcSE,stat,pvalue,padj
TREH,,-0.160874921,0.193999632,-0.829253739,0.406960842,0.997027328
TREM2,,-0.071250803,0.085462983,-0.833703672,0.404447988,0.997027328
TREX2,,-0.227848943,0.28395515,-0.802411732,0.422314829,0.997027328
TRH,,-0.18352411,0.238503962,-0.769480341,0.441608211,0.997027328
TRIB3,,-0.092164819,0.129531956,-0.711521864,0.476760907,0.997027328
TRIM24,,0.098413205,0.122681074,0.802187344,0.422444596,0.997027328
TRIM32,,-0.076985668,0.103257686,-0.745568409,0.455928173,0.997027328
TRIM37,,-0.101258862,0.105995322,-0.955314438,0.339418708,0.997027328
TRIM38,,-0.071319003,0.076184058,-0.936140764,0.349200717,0.997027328
TRIM40,,0.342772495,0.462136834,0.741712129,0.45826177,0.997027328
TRIM44,,-0.068813047,0.070645156,-0.974066024,0.330023758,0.997027328
TRIM47,,0.068340528,0.09417802,0.725652634,0.468051746,0.997027328
TRIM65,,0.075689486,0.101951155,0.742409297,0.457839388,0.997027328
TRIP13,,0.206534964,0.221659737,0.931765807,0.351457569,0.997027328
TRIT1,,0.097360268,0.10263936,0.948566597,0.342841086,0.997027328
TRMT10C,,-0.061201422,0.07300417,-0.838327756,0.401846651,0.997027328
TRMT1L,,0.11527119,0.116505921,0.989401992,0.3224665,0.997027328
TRPV2,,0.081616266,0.113152216,0.721296221,0.470727281,0.997027328
TRPV3,,1.093676924,1.384433571,0.789981511,0.429538566,0.997027328
TSEN15,,-0.125356739,0.156761019,-0.799667798,0.423903295,0.997027328
TSEN54,,-0.063351212,0.086719418,-0.730530872,0.46506575,0.997027328
TSHZ2,,-0.184654462,0.21725084,-0.849959715,0.395347484,0.997027328
TSKU,,-0.255919173,0.342177241,-0.747914071,0.454511989,0.997027328
TSPAN14,,0.070369809,0.089696041,0.784536398,0.432725433,0.997027328
TSPAN17,,0.06532585,0.07327638,0.89149942,0.372661302,0.997027328
TSPAN3,,-0.074145054,0.087859575,-0.843904079,0.398723009,0.997027328
TSPO,,0.04643042,0.054995224,0.84426276,0.398522591,0.997027328
TSPO2,,0.266582159,0.280156831,0.951546169,0.341327193,0.997027328
TSR1,,-0.142247694,0.177176986,-0.802856493,0.422057685,0.997027328
TSR2,,-0.06837296,0.077312888,-0.884366906,0.376498181,0.997027328
TSSK4,,0.096240917,0.101822793,0.945180481,0.344566743,0.997027328
TSTD1,,0.177616484,0.200620929,0.885333775,0.375976639,0.997027328
TTC16,,0.200074335,0.281386669,0.711029897,0.477065709,0.997027328
TTC17,,0.043789826,0.050562787,0.866048506,0.386463562,0.997027328
TTC27,,-0.11148884,0.119945331,-0.929497122,0.352631516,0.997027328
TTC3,,-0.079277621,0.08218372,-0.964638996,0.33472566,0.997027328
TTC33,,0.106063026,0.106586876,0.99508523,0.319694814,0.997027328
TTC34,,-0.098408519,0.133712076,-0.73597331,0.461746941,0.997027328
TTC37,,0.098015579,0.124598279,0.786652749,0.431485171,0.997027328
TTC4,,-0.077833103,0.087711284,-0.887378446,0.374875184,0.997027328
TTC7A,,0.094845565,0.116794395,0.812072917,0.416749793,0.997027328
TULP3,,0.217481371,0.230283328,0.944407802,0.344961296,0.997027328
TUSC2,,-0.067643232,0.085651101,-0.789753217,0.429671906,0.997027328
TUT4,,0.070998007,0.081546259,0.870647022,0.383946914,0.997027328
TVP23A,,-0.151206681,0.188100733,-0.803860139,0.421477753,0.997027328
TXNDC9,,0.120110479,0.165803535,0.724414467,0.468811321,0.997027328
TXNL1,,0.085355501,0.115352658,0.739952612,0.459328749,0.997027328
UACA,,-0.715348264,0.806788781,-0.886661145,0.375261363,0.997027328
UBALD1,,-0.062419314,0.087288461,-0.715092382,0.474551961,0.997027328
UBALD2,,0.108691241,0.120143476,0.904678676,0.365635641,0.997027328
UBE2A,,0.050378485,0.058042703,0.867955541,0.385418672,0.997027328
UBE2D2,,-0.028172913,0.039077008,-0.720958798,0.470934865,0.997027328
UBE2J1,,0.049670079,0.064902429,0.765303859,0.444090627,0.997027328
UBE2L6,,-0.113929625,0.115247116,-0.988568122,0.322874489,0.997027328
UBE2M,,0.044223924,0.058735092,0.7529387,0.451486751,0.997027328
UBL4A,,0.102244428,0.105163195,0.97224535,0.330928504,0.997027328
UBQLN1,,0.083910702,0.110127659,0.761940303,0.446095634,0.997027328
UBR3,,0.078843625,0.098414755,0.801136224,0.423052788,0.997027328
UBR4,,0.084983606,0.101349363,0.838521359,0.401737957,0.997027328
UBXN2A,,0.144244355,0.1918492,0.751863204,0.452133328,0.997027328
UBXN6,,0.093476728,0.131427708,0.711240642,0.476935127,0.997027328
UCKL1,,-0.049895286,0.067621199,-0.737864564,0.460596754,0.997027328
UCP3,,-0.352356855,0.422624365,-0.833735308,0.404430157,0.997027328
UGDH,,-0.102240369,0.139539945,-0.732696067,0.463743823,0.997027328
UGP2,,0.112272184,0.155505125,0.721983818,0.470304426,0.997027328
UIMC1,,0.105223683,0.112020835,0.939322429,0.347565227,0.997027328
ULK2,,-0.076015241,0.095134855,-0.799026193,0.424275224,0.997027328
ULK4,,-0.09796154,0.106429015,-0.920440159,0.357342791,0.997027328
UNC45B,,0.074488179,0.091710191,0.812212661,0.416669616,0.997027328
UNC5A,,0.25870212,0.325020113,0.795957262,0.426056877,0.997027328
UNC93B1,,0.104733726,0.124750745,0.839543892,0.40116417,0.997027328
UNG,,-0.099962094,0.118573011,-0.843042554,0.399204645,0.997027328
UPRT,,-0.068974129,0.083459625,-0.826437081,0.408556196,0.997027328
URB1,,-0.098487787,0.118155486,-0.833543917,0.40453804,0.997027328
URI1,,-0.125970227,0.136477302,-0.923012293,0.356000799,0.997027328
USP16,,0.099463966,0.118955408,0.836144969,0.403073353,0.997027328
USP36,,-0.086033713,0.102643152,-0.838182685,0.40192811,0.997027328
USP4,,0.056566782,0.0786909,0.718847816,0.472234692,0.997027328
USP40,,-0.105619696,0.112747361,-0.936781976,0.348870718,0.997027328
USP6NL,,0.102010706,0.134601367,0.757872732,0.448527176,0.997027328
UTP18,,-0.082930212,0.108406216,-0.764994989,0.444274528,0.997027328
VAMP2,,0.071836487,0.099365089,0.72295499,0.469707537,0.997027328
VAMP4,,0.064779264,0.087209469,0.742800815,0.457602282,0.997027328
VAMP5,,0.146276722,0.167657783,0.872472006,0.382950934,0.997027328
VASH2,,0.138571963,0.16931949,0.818405266,0.413125816,0.997027328
VCPKMT,,0.125076374,0.141351231,0.884862295,0.376230906,0.997027328
VGLL4,,0.055819003,0.071701862,0.778487498,0.436281674,0.997027328
VIPAS39,,0.074872015,0.095501395,0.783988705,0.433046738,0.997027328
VKORC1,,0.05265226,0.07141752,0.737245701,0.460972946,0.997027328
VMP1,,0.115568761,0.130117748,0.888185989,0.374440714,0.997027328
VPS18,,0.056408894,0.075645144,0.745704094,0.455846186,0.997027328
VPS33A,,-0.060226181,0.077655121,-0.775559684,0.438009013,0.997027328
VPS53,,-0.087770314,0.095811511,-0.91607274,0.359628744,0.997027328
VRK2,,-0.072639625,0.101555124,-0.715272867,0.474440451,0.997027328
VSIG1,,-0.417681529,0.586868729,-0.711712022,0.476643122,0.997027328
VSIG10,,-0.127126732,0.147073354,-0.864376367,0.387381171,0.997027328
VTI1A,,0.056580307,0.064901125,0.871792398,0.383321643,0.997027328
VWA1,,0.275625192,0.31212711,0.883054318,0.377206924,0.997027328
VWA3A,,-0.142318779,0.154594058,-0.9205967,0.357261026,0.997027328
VWA5A,,0.098634046,0.114054779,0.864795379,0.387151108,0.997027328
VWCE,,0.580391246,0.811411065,0.715286333,0.474432132,0.997027328
WBP2NL,,-0.207129192,0.235441275,-0.879748854,0.378995377,0.997027328
WDHD1,,0.139224127,0.140419576,0.991486596,0.321448034,0.997027328
WDR36,,-0.119116688,0.14038408,-0.848505675,0.396156413,0.997027328
WDR45,,0.11164186,0.122439685,0.911811069,0.361868182,0.997027328
WDR61,,-0.053661046,0.057497449,-0.933276987,0.350676974,0.997027328
WDR81,,-0.068420831,0.074529989,-0.918030876,0.358602702,0.997027328
WDR88,,-0.370171375,0.403110759,-0.918287014,0.358468624,0.997027328
WDTC1,,0.043894063,0.059342496,0.739673351,0.459498222,0.997027328
WEE1,,-0.14502792,0.186665742,-0.776939135,0.437194681,0.997027328
WHAMM,,-0.066182668,0.076252094,-0.867945589,0.38542412,0.997027328
WHRN,,-0.103540129,0.119027065,-0.869887273,0.384362011,0.997027328
WNT4,,0.293815689,0.323112723,0.909328752,0.363176618,0.997027328
WNT5A,,0.114533385,0.127669504,0.897108398,0.369661078,0.997027328
WRNIP1,,-0.059763348,0.072887086,-0.819944268,0.412247879,0.997027328
WSCD1,,-0.790237529,0.865351585,-0.913198222,0.361138299,0.997027328
WWP1,,0.121687245,0.13285615,0.91593234,0.359702383,0.997027328
XBP1,,-0.075765446,0.095705516,-0.791651826,0.428563719,0.997027328
XKR8,,-0.062915694,0.071828348,-0.87591732,0.381074983,0.997027328
XPNPEP2,,-0.195808896,0.204265907,-0.958598033,0.337761284,0.997027328
XPO1,,0.10264857,0.112047407,0.916117319,0.359605365,0.997027328
XPOT,,-0.097489695,0.129190095,-0.75462206,0.450475784,0.997027328
YAP1,,-0.300982341,0.3028587,-0.993804505,0.320318053,0.997027328
YIF1B,,0.392326674,0.426279877,0.920349976,0.357389901,0.997027328
YPEL3,,0.058065149,0.060792123,0.955142643,0.339505567,0.997027328
YWHAG,,0.116903772,0.145705912,0.802326899,0.422363886,0.997027328
YWHAH,,-0.129186244,0.134590696,-0.959845276,0.337133092,0.997027328
YWHAZ,,-0.059959126,0.079511868,-0.754090273,0.450795018,0.997027328
ZBP1,,-0.156479257,0.181381716,-0.862706896,0.38829864,0.997027328
ZBTB10,,-0.155271516,0.211207016,-0.735162678,0.462240426,0.997027328
ZBTB16,,-0.094850426,0.127264128,-0.745303707,0.456088141,0.997027328
ZBTB2,,0.081165073,0.112777646,0.719691144,0.47171518,0.997027328
ZBTB22,,0.12551489,0.16687889,0.75213162,0.45197191,0.997027328
ZBTB38,,-0.102242012,0.110903728,-0.921898785,0.356581373,0.997027328
ZBTB8B,,-0.380033791,0.423356008,-0.897669536,0.369361755,0.997027328
ZC3HC1,,-0.074653814,0.102934274,-0.725257111,0.468294312,0.997027328
ZCCHC2,,-0.077191148,0.10162428,-0.759573875,0.44750934,0.997027328
ZCWPW1,,0.090634327,0.11680531,0.775943549,0.437782318,0.997027328
ZDHHC13,,0.120839562,0.14652954,0.824677136,0.409554916,0.997027328
ZDHHC19,,-0.132664017,0.15582888,-0.851344228,0.394578163,0.997027328
ZER1,,-0.091765993,0.104589273,-0.877393931,0.380272708,0.997027328
ZFAT,,0.119155887,0.127358449,0.935594672,0.349481919,0.997027328
ZFP1,,-0.096403594,0.127481955,-0.756213648,0.449521111,0.997027328
ZFP36,,0.082070582,0.102622479,0.799732987,0.423865516,0.997027328
ZFP69,,0.192396304,0.20442557,0.941155764,0.346625042,0.997027328
ZFPL1,,0.05100497,0.051628916,0.987914795,0.323194379,0.997027328
ZHX1,,0.130375888,0.146829985,0.887937764,0.37457423,0.997027328
ZHX2,,-0.133157208,0.182594656,-0.729250298,0.465848569,0.997027328
ZKSCAN7,,-0.161443965,0.214387685,-0.753046821,0.451421779,0.997027328
ZMAT2,,0.096643269,0.102726628,0.94078109,0.346817053,0.997027328
ZMAT3,,-0.088186823,0.117330837,-0.751608233,0.452286691,0.997027328
ZMAT5,,0.063596902,0.079562218,0.799335466,0.424095919,0.997027328
ZMYND19,,-0.1731206,0.239605924,-0.722522204,0.469973479,0.997027328
ZNF16,,0.149649068,0.17324293,0.863810537,0.387691978,0.997027328
ZNF18,,-0.073679222,0.095891442,-0.768360769,0.442272881,0.997027328
ZNF189,,0.105242805,0.137506126,0.765368117,0.444052373,0.997027328
ZNF19,,-0.171435342,0.217654559,-0.787648755,0.430902188,0.997027328
ZNF239,,0.197728409,0.276017854,0.71636094,0.473768507,0.997027328
ZNF250,,0.06197075,0.069010281,0.897993017,0.369189272,0.997027328
ZNF274,,0.09502067,0.111436211,0.852691148,0.393830601,0.997027328
ZNF282,,0.838360181,0.996498211,0.841306259,0.400176385,0.997027328
ZNF296,,-0.082643359,0.11073734,-0.74630074,0.455485764,0.997027328
ZNF30,,-0.531034299,0.688790785,-0.770966033,0.440727065,0.997027328
ZNF322,,0.129932077,0.178122087,0.72945517,0.465723281,0.997027328
ZNF346,,-0.119465834,0.129089402,-0.925450363,0.354731692,0.997027328
ZNF366,,-0.16098773,0.195912875,-0.821731238,0.411229876,0.997027328
ZNF382,,-0.190237552,0.259063746,-0.734327189,0.462749351,0.997027328
ZNF408,,-0.089812648,0.103005094,-0.871924328,0.383249661,0.997027328
ZNF454,,-0.131300988,0.152655073,-0.860115454,0.389725403,0.997027328
ZNF48,,-0.148439561,0.197447042,-0.751794302,0.452174769,0.997027328
ZNF500,,-0.134020615,0.167563002,-0.79982224,0.423813796,0.997027328
ZNF513,,0.076114787,0.090828513,0.838005429,0.402027654,0.997027328
ZNF544,,0.103059601,0.14475535,0.711957112,0.476491334,0.997027328
ZNF583,,0.219219837,0.262522929,0.835050246,0.403689418,0.997027328
ZNF593,,0.074620232,0.094282796,0.791451207,0.428680739,0.997027328
ZNF597,,0.105143715,0.123259366,0.853028206,0.393643663,0.997027328
ZNF623,,0.08455476,0.094417082,0.895545153,0.37049574,0.997027328
ZNF629,,0.101681517,0.119076198,0.853919752,0.393149455,0.997027328
ZNF671,,-0.167609956,0.193139773,-0.867816885,0.385494585,0.997027328
ZNF677,,0.107610615,0.135842142,0.792174013,0.428259219,0.997027328
ZNF699,,0.130866481,0.162899724,0.803356066,0.421768961,0.997027328
ZNF703,,0.153790144,0.191829506,0.801702234,0.422725223,0.997027328
ZNF790,,-0.125314701,0.156175898,-0.802394623,0.422324723,0.997027328
ZNF793,,-0.207897036,0.286660316,-0.725238283,0.468305861,0.997027328
ZNF829,,-0.131399077,0.140202278,-0.937210715,0.348650179,0.997027328
ZNHIT3,,-0.063215698,0.071307383,-0.886523894,0.375335285,0.997027328
ZNRD2,,-0.086022173,0.116257443,-0.73992831,0.459343495,0.997027328
ZPR1,,-0.05903165,0.082917186,-0.711935043,0.476505001,0.997027328
ZRANB1,,0.068791097,0.086171308,0.798306288,0.42469277,0.997027328
ZSCAN2,,-0.124925168,0.170824313,-0.731307889,0.464591113,0.997027328
ZSCAN31,,-0.114680208,0.127669344,-0.898259552,0.369047191,0.997027328
ZSWIM8,,0.096820168,0.106744881,0.90702399,0.364394111,0.997027328
ZWINT,,-0.094822977,0.126801215,-0.747808113,0.454575908,0.997027328
ZYX,,0.072589131,0.090239557,0.804404778,0.421163243,0.997027328
ZZZ3,,0.120106079,0.1292454,0.929287068,0.352740335,0.997027328
SLC35A1,,-0.135050345,0.190588675,-0.708595852,0.478575311,0.997067523
MOSPD1,,-0.098239028,0.13867425,-0.708415784,0.478687094,0.997136229
TIMP1,,0.073111327,0.103210566,0.708370561,0.478715169,0.997136229
AADAT,,-0.111221161,0.223621267,-0.497363968,0.61893241,0.997214969
AARS2,,0.080091084,0.116234349,0.68904833,0.490792854,0.997214969
ABCA1,,-0.093234609,0.184837092,-0.504415039,0.613969752,0.997214969
ABCA13,,0.230233747,0.363046416,0.634171656,0.525968803,0.997214969
ABCB7,,0.061259559,0.107043994,0.572283939,0.567129629,0.997214969
ABCB8,,-0.084586931,0.14418078,-0.586672722,0.557423532,0.997214969
ABCC10,,0.037165949,0.069016323,0.538509546,0.590225317,0.997214969
ABCC3,,-0.085292427,0.14343085,-0.594658871,0.55207152,0.997214969
ABHD12,,0.055990254,0.09975957,0.561251955,0.574625789,0.997214969
ABHD14B,,-0.070565358,0.122017622,-0.578321042,0.56304739,0.997214969
ABITRAM,,-0.065070867,0.106135722,-0.613091109,0.539816099,0.997214969
ACACB,,-0.196648873,0.312541926,-0.629191979,0.529223379,0.997214969
ACAP3,,-0.065643019,0.115584346,-0.567923093,0.57008719,0.997214969
ACBD3,,0.057286689,0.096953958,0.590864887,0.554610955,0.997214969
ACBD4,,0.033912814,0.064924773,0.522340122,0.601433539,0.997214969
ACLY,,-0.04003993,0.064100248,-0.62464547,0.53220377,0.997214969
ACOT9,,-0.051742166,0.100730384,-0.513669899,0.6074828,0.997214969
ACOX3,,-0.14192104,0.248021773,-0.57221202,0.567178346,0.997214969
ACSBG1,,-0.64334278,1.076048044,-0.597875517,0.549922997,0.997214969
ACSS3,,-0.228097007,0.400372714,-0.569711669,0.568873274,0.997214969
ACTB,,0.058660699,0.112372333,0.522020832,0.601655826,0.997214969
ACTG1,,-0.040292121,0.057045082,-0.706320686,0.479988732,0.997214969
ACTL6A,,-0.08405561,0.130491104,-0.644148197,0.519479339,0.997214969
ACTN1,,0.038678624,0.069664396,0.555213661,0.578748526,0.997214969
ACTN2,,0.242264089,0.447490261,0.541384048,0.5882429,0.997214969
ACTN4,,-0.05672819,0.099904939,-0.56782168,0.570156057,0.997214969
ACTR2,,0.072775703,0.109310002,0.665773501,0.505555885,0.997214969
ACTR3,,0.05857771,0.099908796,0.586311841,0.557665975,0.997214969
ADAM22,,0.099377746,0.176675165,0.562488487,0.573783246,0.997214969
ADAM28,,0.403015553,0.614923772,0.655391077,0.512215995,0.997214969
ADAMTS14,,-0.437323337,0.877295646,-0.498490262,0.618138531,0.997214969
ADAMTSL4,,0.075911809,0.117507851,0.646014783,0.518269782,0.997214969
ADARB1,,0.260065115,0.466809831,0.557111478,0.577451266,0.997214969
ADCK1,,-0.0694975,0.140804798,-0.493573378,0.621607506,0.997214969
ADCY5,,0.135649905,0.196915473,0.688873774,0.490902705,0.997214969
ADGRB2,,-0.306160906,0.579545762,-0.528277361,0.597306842,0.997214969
ADIG,,0.102428751,0.157121356,0.651908521,0.514460188,0.997214969
ADPGK,,0.049488963,0.080339175,0.616000389,0.537894263,0.997214969
ADSS1,,-0.149748193,0.228003243,-0.656780979,0.511321756,0.997214969
AFG1L,,-0.074246096,0.10881084,-0.682340986,0.495023363,0.997214969
AGAP2,,0.069563307,0.117384619,0.592610066,0.553442141,0.997214969
AGBL3,,-0.132435889,0.262700681,-0.504132265,0.614168435,0.997214969
AGO2,,0.064378183,0.10839721,0.593909962,0.552572336,0.997214969
AHCYL1,,-0.044728556,0.063642625,-0.702808156,0.482175314,0.997214969
AHR,,0.052062106,0.103314883,0.503916803,0.614319842,0.997214969
AHSA1,,0.048634256,0.091438846,0.531877405,0.594810908,0.997214969
AK2,,-0.032928295,0.063543765,-0.518198679,0.604319657,0.997214969
AK4,,0.229203576,0.327948869,0.69890034,0.484614315,0.997214969
AKAP5,,0.094187161,0.140533002,0.670213825,0.502721492,0.997214969
AKAP8,,-0.040704525,0.08195373,-0.49667691,0.619416908,0.997214969
AKIRIN1,,0.069578532,0.098860127,0.703807831,0.481552456,0.997214969
AKIRIN2,,0.072595281,0.108249255,0.670630771,0.502455775,0.997214969
AKT1,,0.02886033,0.056992423,0.50638889,0.612583672,0.997214969
AKT1S1,,0.073454362,0.106048835,0.69264657,0.488531377,0.997214969
ALAS2,,0.222035382,0.325372833,0.682402954,0.494984188,0.997214969
ALDH9A1,,-0.04143506,0.079624727,-0.520379306,0.602799231,0.997214969
ALG9,,-0.063061109,0.113644853,-0.554896304,0.57896559,0.997214969
ALPK2,,-0.085488416,0.129606439,-0.659600071,0.509510508,0.997214969
ALS2,,-0.116839454,0.220949025,-0.528807284,0.596939144,0.997214969
ALYREF,,0.059413877,0.118439162,0.501640476,0.615920442,0.997214969
AMBRA1,,0.052557027,0.086826984,0.605307532,0.544974678,0.997214969
AMMECR1,,0.055633452,0.096951505,0.573827624,0.566084454,0.997214969
AMN1,,-0.061090253,0.086814979,-0.703683325,0.481630007,0.997214969
ANAPC7,,0.039472958,0.079701091,0.49526245,0.620414873,0.997214969
ANGPTL6,,0.056199637,0.083293255,0.674720137,0.499853589,0.997214969
ANHX,,-0.223538558,0.32150573,-0.695286389,0.486875842,0.997214969
ANKRA2,,0.092840168,0.150677105,0.616153117,0.537793468,0.997214969
ANKRD13B,,-0.206993325,0.308850235,-0.670206142,0.502726389,0.997214969
ANKRD28,,-0.070309979,0.103224281,-0.681137984,0.495784184,0.997214969
ANKRD50,,0.106484789,0.158774022,0.67066884,0.502431517,0.997214969
ANKRD52,,0.076720885,0.131357156,0.584063233,0.55917777,0.997214969
ANKRD53,,0.234234109,0.335659747,0.697831988,0.485282272,0.997214969
ANKS1A,,0.049649156,0.081063975,0.612468809,0.540227628,0.997214969
ANKS4B,,-0.072569061,0.122127347,-0.594208115,0.552372926,0.997214969
ANKZF1,,0.115829247,0.172050652,0.673227598,0.500802506,0.997214969
ANP32A,,0.031394581,0.061992337,0.506426801,0.612557064,0.997214969
ANP32B,,-0.041901313,0.065889618,-0.635931941,0.524820783,0.997214969
ANXA2R,,0.216113807,0.421374469,0.512878266,0.608036478,0.997214969
AOC2,,0.170697738,0.249886251,0.683101763,0.494542542,0.997214969
AP2M1,,0.048304282,0.076582675,0.630746866,0.52820605,0.997214969
APBA2,,-0.081728368,0.16498901,-0.495356434,0.620348542,0.997214969
APCDD1,,0.217717323,0.388994394,0.559692701,0.575689062,0.997214969
APEX2,,-0.07579074,0.115569824,-0.655800428,0.511952541,0.997214969
APLNR,,-0.853483769,1.424843822,-0.599001628,0.549171799,0.997214969
APTX,,0.046107632,0.072818859,0.633182561,0.526614432,0.997214969
AQR,,0.065126968,0.112248499,0.58020346,0.56177742,0.997214969
ARAF,,-0.027762726,0.049790367,-0.557592322,0.577122801,0.997214969
ARCN1,,0.036342976,0.070182698,0.517833841,0.604574205,0.997214969
