gene,ensembl id,log2FoldChange,lfcSE,stat,pvalue,padj
RPTOR,,0.062533959,0.076221693,0.820422076,0.411975535,0.997027328
RRAGA,,-0.073668513,0.094244973,-0.78167048,0.434408255,0.997027328
RRAGC,,0.088530583,0.090793861,0.975072343,0.329524376,0.997027328
RRBP1,,0.08079444,0.091623961,0.881804705,0.377882427,0.997027328
RRP9,,-0.066887868,0.087611681,-0.763458332,0.445190103,0.997027328
RSAD1,,-0.058843876,0.081426784,-0.722659956,0.469888823,0.997027328
RSPH14,,0.289522685,0.346691976,0.835100623,0.403661056,0.997027328
RSPH9,,0.254108652,0.271335899,0.936509518,0.349010915,0.997027328
RSPO1,,-0.511185039,0.693976239,-0.736603086,0.461363758,0.997027328
RTEL1,,-0.086679476,0.114116741,-0.75956845,0.447512584,0.997027328
RTL5,,0.312353407,0.402914818,0.77523435,0.438201194,0.997027328
RTP4,,-0.079867512,0.105163624,-0.759459485,0.447577741,0.997027328
RUBCN,,0.127135514,0.129067333,0.985032475,0.324608119,0.997027328
RUNX2,,0.11383144,0.117367888,0.969868686,0.332111951,0.997027328
RUSF1,,0.205355336,0.247767227,0.828823641,0.407204209,0.997027328
RWDD2A,,0.104200711,0.135595574,0.768466908,0.442209843,0.997027328
RWDD2B,,0.092890637,0.111276854,0.834770517,0.403846929,0.997027328
RXRB,,0.053766971,0.072134363,0.745372506,0.45604656,0.997027328
S100A1,,-0.398072032,0.49805116,-0.79925932,0.424140062,0.997027328
S100A4,,0.124267007,0.130758647,0.950354025,0.341932396,0.997027328
S100G,,0.773764956,0.79048036,0.978854119,0.327652065,0.997027328
S1PR5,,-0.200926182,0.24739172,-0.812178284,0.416689338,0.997027328
SAE1,,-0.106398637,0.13006747,-0.818026498,0.413342057,0.997027328
SAFB2,,0.047335859,0.058627154,0.807405035,0.419433167,0.997027328
SAMD3,,-0.15585594,0.177863684,-0.876266235,0.380885316,0.997027328
SAR1B,,0.118817927,0.121958137,0.974251738,0.329931561,0.997027328
SART3,,-0.051250325,0.068017846,-0.753483508,0.451159418,0.997027328
SATB1,,-0.125734713,0.14063896,-0.894024761,0.371308643,0.997027328
SAXO2,,0.26372013,0.316086139,0.834329945,0.404095082,0.997027328
SCAF1,,0.09105618,0.093785056,0.970902877,0.331596645,0.997027328
SCAF11,,0.059985093,0.072603371,0.826202593,0.408689178,0.997027328
SCAMP1,,0.078895964,0.097388329,0.810117237,0.417872798,0.997027328
SCARF2,,0.379158366,0.488152697,0.776720827,0.437323497,0.997027328
SCEL,,-0.401782332,0.416195881,-0.965368353,0.334360347,0.997027328
SCG3,,-0.317595665,0.406100488,-0.782061767,0.434178275,0.997027328
SCHIP1,,-0.220136207,0.274944664,-0.800656409,0.423330585,0.997027328
SCN2A,,0.536957111,0.711545535,0.754634925,0.450468062,0.997027328
SCN4A,,-0.218038889,0.295156664,-0.73872257,0.460075478,0.997027328
SCNM1,,0.064014311,0.070064399,0.913649621,0.360900984,0.997027328
SCRN1,,-0.778555876,0.952632293,-0.817267986,0.413775298,0.997027328
SCYL1,,0.071702209,0.088252467,0.812466898,0.416523773,0.997027328
SDAD1,,0.070038727,0.07790317,0.899048486,0.368626835,0.997027328
SDHD,,0.065375668,0.071689517,0.911927856,0.361806697,0.997027328
SDK2,,0.280571086,0.305960057,0.917018676,0.359132854,0.997027328
SEC11A,,0.056764159,0.075573482,0.75111212,0.452585182,0.997027328
SEC14L5,,-0.151650258,0.193150932,-0.785138628,0.432372294,0.997027328
SEC23B,,0.080033952,0.094006967,0.851361929,0.394568333,0.997027328
SEC24C,,0.091163691,0.12737929,0.715686914,0.474184693,0.997027328
SEC24D,,0.050944789,0.058475348,0.871218218,0.383635015,0.997027328
SEC31A,,-0.052415076,0.063342711,-0.827483935,0.407962824,0.997027328
SEC61A2,,0.13637108,0.166599467,0.818556519,0.413039483,0.997027328
SEMA4D,,0.12384847,0.152006376,0.814758387,0.415210625,0.997027328
SEMA6D,,-1.145110036,1.356534625,-0.844143611,0.398589161,0.997027328
SENP1,,0.132645432,0.152885565,0.867612533,0.385606483,0.997027328
SENP5,,-0.05481761,0.065188669,-0.840907031,0.400400019,0.997027328
SENP6,,0.098017309,0.098584924,0.99424237,0.320104885,0.997027328
SEPTIN9,,-0.038744185,0.051526629,-0.751925479,0.452095875,0.997027328
SERBP1,,-0.067519944,0.071686824,-0.941873835,0.346257237,0.997027328
SERINC1,,0.110293986,0.126625096,0.87102786,0.383738941,0.997027328
SERTAD2,,0.055961659,0.067602188,0.827808396,0.407779019,0.997027328
SETD6,,-0.081564614,0.088105338,-0.925762457,0.354569442,0.997027328
SETD7,,-0.074875802,0.0917614,-0.815983653,0.414509485,0.997027328
SF3A3,,-0.082240564,0.113024617,-0.727634086,0.466837609,0.997027328
SFTPB,,-1.094868639,1.473477968,-0.743050566,0.457451067,0.997027328
SFXN3,,-0.04734818,0.063612532,-0.744321585,0.456681946,0.997027328
SGCB,,-0.624494861,0.866357221,-0.720828367,0.47101512,0.997027328
SGCG,,-0.610574332,0.724234944,-0.843061132,0.399194255,0.997027328
SGF29,,-0.051130338,0.06575359,-0.777605271,0.436801752,0.997027328
SGK1,,-0.098804385,0.135521019,-0.72907056,0.465958502,0.997027328
SGSH,,0.118558231,0.150267057,0.788983514,0.430121642,0.997027328
SGTA,,0.118964248,0.161845492,0.735048265,0.4623101,0.997027328
SH2D1A,,-0.115683679,0.141212611,-0.819216346,0.412662991,0.997027328
SH3BGRL3,,0.082462415,0.095021249,0.867831305,0.38548669,0.997027328
SH3GL3,,1.435461876,1.461621861,0.982102084,0.326049559,0.997027328
SH3KBP1,,0.110991966,0.120368074,0.922104691,0.35647397,0.997027328
SH3RF1,,-0.609115446,0.810055746,-0.751942628,0.452085562,0.997027328
SH3TC2,,0.141257331,0.190031025,0.743338258,0.457276915,0.997027328
SHARPIN,,0.041272939,0.057976549,0.711890235,0.47653275,0.997027328
SHB,,-0.426852115,0.440174842,-0.969733104,0.332179545,0.997027328
SHC4,,0.254570026,0.351008678,0.725252799,0.468296957,0.997027328
SHCBP1L,,0.302066334,0.361270258,0.836122895,0.40308577,0.997027328
SHKBP1,,0.069183197,0.06949405,0.995526904,0.319480066,0.997027328
SHMT2,,-0.053099179,0.06990319,-0.759610241,0.447487596,0.997027328
SHPK,,-0.087520775,0.107022182,-0.817781638,0.413481885,0.997027328
SHPRH,,-0.097547656,0.122172514,-0.798441914,0.424614088,0.997027328
SHROOM3,,-0.199885802,0.239093173,-0.836016349,0.403145706,0.997027328
SIAH1,,-0.077377688,0.090942083,-0.850845788,0.394855022,0.997027328
SIDT2,,0.102691849,0.105932177,0.969411296,0.332340018,0.997027328
SIGIRR,,-0.051517205,0.063027923,-0.817371139,0.413716364,0.997027328
SIK2,,0.131606481,0.177908998,0.739740445,0.459457502,0.997027328
SIKE1,,0.065205023,0.073957696,0.881652981,0.377964495,0.997027328
SIN3B,,0.050560129,0.062375906,0.810571455,0.417611815,0.997027328
SIPA1,,0.068357912,0.080650969,0.847577071,0.396673548,0.997027328
SKA1,,-0.193183145,0.251916446,-0.766854044,0.4431683,0.997027328
SKA2,,0.202932774,0.221782788,0.915006864,0.360188027,0.997027328
SKIDA1,,0.696874098,0.726110615,0.959735451,0.337188376,0.997027328
SLA,,0.070015584,0.090445541,0.774118691,0.438860605,0.997027328
SLAMF9,,-0.076442685,0.094653704,-0.807603731,0.419318738,0.997027328
SLC12A5,,-1.171940657,1.401262923,-0.836346011,0.402960276,0.997027328
SLC12A7,,0.064310546,0.090303604,0.712159233,0.476366178,0.997027328
SLC15A1,,-0.346111672,0.348296092,-0.993728267,0.320355177,0.997027328
SLC15A4,,0.050454588,0.067134796,0.751541537,0.452326812,0.997027328
SLC16A14,,-0.075996997,0.103619719,-0.733422154,0.463300991,0.997027328
SLC17A7,,-0.158063663,0.196650966,-0.803777711,0.421525364,0.997027328
SLC17A9,,0.081097905,0.111796158,0.725408691,0.468201343,0.997027328
SLC18A1,,-0.456458573,0.546338656,-0.835486502,0.403443844,0.997027328
SLC1A4,,0.395601834,0.424676283,0.931537385,0.351575656,0.997027328
SLC22A17,,-0.111027193,0.140635131,-0.789469829,0.429837457,0.997027328
SLC22A5,,-0.126776498,0.156320028,-0.811006109,0.417362162,0.997027328
SLC25A23,,-0.136820421,0.174322101,-0.784871337,0.432529009,0.997027328
SLC25A28,,0.065853402,0.08486564,0.775972487,0.437765231,0.997027328
SLC25A4,,0.110252042,0.14029085,0.785881918,0.431936669,0.997027328
SLC25A42,,-0.196230052,0.203712599,-0.963269097,0.335412497,0.997027328
SLC25A45,,0.27654642,0.357367152,0.773843981,0.439023061,0.997027328
SLC25A48,,-0.297350806,0.381910954,-0.778586743,0.436223191,0.997027328
SLC25A6,,-0.045847722,0.048560649,-0.944133224,0.345101573,0.997027328
SLC26A1,,0.226649575,0.275395573,0.822996435,0.410510021,0.997027328
SLC26A6,,-0.06788104,0.095756661,-0.708891051,0.478392089,0.997027328
SLC29A3,,-0.062449282,0.082114501,-0.760514669,0.446947005,0.997027328
SLC2A8,,-0.092416766,0.097863703,-0.944341602,0.344995113,0.997027328
SLC33A1,,0.116119802,0.155536015,0.746578225,0.455318196,0.997027328
SLC35A4,,-0.041872341,0.053646963,-0.780516532,0.435086901,0.997027328
SLC35B1,,0.041271086,0.057816756,0.713825682,0.475334977,0.997027328
SLC35B2,,0.069658187,0.086843037,0.802115975,0.422485875,0.997027328
SLC35F5,,-0.181542088,0.194936169,-0.931289915,0.351703617,0.997027328
SLC36A2,,0.268534463,0.327285042,0.820491098,0.411936202,0.997027328
SLC37A2,,-0.063963263,0.073955383,-0.8648899,0.387099222,0.997027328
SLC38A10,,0.089858252,0.09993359,0.899179665,0.36855697,0.997027328
SLC38A4,,-0.489928944,0.612519757,-0.799858189,0.423792965,0.997027328
SLC38A6,,-0.077506685,0.097446302,-0.795378411,0.426393414,0.997027328
SLC39A13,,-0.061852713,0.072450256,-0.853726627,0.393256477,0.997027328
SLC39A2,,-0.164137394,0.173513584,-0.945962788,0.344167566,0.997027328
SLC39A5,,0.125989531,0.164656807,0.765164423,0.444173641,0.997027328
SLC3A2,,-0.052665673,0.068730398,-0.766264631,0.443518859,0.997027328
SLC43A1,,0.151711895,0.179846416,0.843563626,0.398913298,0.997027328
SLC43A2,,0.056456237,0.0747996,0.754766555,0.450389065,0.997027328
SLC45A3,,-0.34680147,0.475076947,-0.729990105,0.465396233,0.997027328
SLC49A4,,0.07384639,0.10416892,0.708910015,0.47838032,0.997027328
SLC4A10,,0.584902048,0.66637889,0.877731959,0.380089197,0.997027328
SLC4A2,,0.05155496,0.06646314,0.775692508,0.437930564,0.997027328
SLC5A2,,-0.153357125,0.180725879,-0.848562067,0.396125022,0.997027328
SLC7A4,,0.201504235,0.207605169,0.970612806,0.331741127,0.997027328
SLF1,,-0.146954246,0.149156369,-0.985236143,0.324508091,0.997027328
SLFN14,,0.227361819,0.234034241,0.971489547,0.331304556,0.997027328
SLIT2,,1.043544443,1.154360754,0.90400201,0.365994335,0.997027328
SLIT3,,0.307013616,0.331553955,0.925983875,0.35445436,0.997027328
SLN,,-0.389815714,0.39274509,-0.992541278,0.320933554,0.997027328
SLU7,,0.118932779,0.124213339,0.957487977,0.338321012,0.997027328
SMAD2,,0.074778784,0.080472728,0.929243805,0.352762751,0.997027328
SMARCA2,,0.064026747,0.064665189,0.990126961,0.322112067,0.997027328
SMARCAD1,,-0.091602209,0.12520206,-0.731634998,0.464391381,0.997027328
SMARCB1,,-0.057031625,0.063912527,-0.892338761,0.372211385,0.997027328
SMARCE1,,-0.06924,0.075171894,-0.921088945,0.357003992,0.997027328
SMCO1,,0.401765602,0.530118202,0.757879282,0.448523254,0.997027328
SMIM10L1,,-0.077393671,0.105352233,-0.734618226,0.462572035,0.997027328
SMIM22,,0.541004166,0.615912093,0.878378866,0.379738149,0.997027328
SMKR1,,-0.164090373,0.202656031,-0.809698941,0.418113227,0.997027328
SMNDC1,,0.068146986,0.092777692,0.734519097,0.462632426,0.997027328
SMO,,0.44736483,0.529977165,0.844120954,0.398601819,0.997027328
SMPDL3A,,0.18856262,0.191288342,0.985750716,0.324255455,0.997027328
SNCB,,-0.193700072,0.253473824,-0.764181759,0.444758936,0.997027328
SND1,,-0.048745691,0.06000363,-0.81237903,0.416574175,0.997027328
SNN,,0.066808395,0.091060267,0.733672298,0.463148486,0.997027328
SNPH,,-0.16640746,0.176325101,-0.943753663,0.345295545,0.997027328
SNRPD3,,0.064135016,0.067794099,0.94602653,0.344135055,0.997027328
SNTB1,,-0.144141847,0.161748273,-0.891149218,0.372849123,0.997027328
SNTB2,,0.057266156,0.078390358,0.730525503,0.46506903,0.997027328
SNU13,,-0.04644621,0.04780691,-0.971537603,0.331280637,0.997027328
SNX15,,0.153182285,0.156770552,0.977111346,0.328514031,0.997027328
SNX16,,0.201037537,0.261884592,0.76765699,0.442690995,0.997027328
SNX20,,-0.070629969,0.075272375,-0.938325238,0.348077293,0.997027328
SOCS5,,0.083383794,0.107043838,0.778968654,0.43599818,0.997027328
SORD,,-0.08673632,0.093930715,-0.923407423,0.355794925,0.997027328
SOX13,,0.184090479,0.254200991,0.72419261,0.468947495,0.997027328
SOX5,,0.158939367,0.21200214,0.749706427,0.453431536,0.997027328
SOX6,,0.223943851,0.286171641,0.782550815,0.433890934,0.997027328
SP110,,-0.082477412,0.096042526,-0.8587593,0.390473326,0.997027328
SPACA5,,0.096646375,0.13086462,0.738521804,0.460197422,0.997027328
SPAG16,,0.433768393,0.591475678,0.733366407,0.463334982,0.997027328
SPAG9,,-0.062788452,0.087061158,-0.721199364,0.470786863,0.997027328
SPARCL1,,0.684262917,0.752474563,0.90935023,0.363165284,0.997027328
SPAST,,0.119564983,0.135926532,0.879629463,0.379060073,0.997027328
SPATA32,,0.771329958,0.787529704,0.97942967,0.327367723,0.997027328
SPATA46,,-0.540835574,0.719809964,-0.751358833,0.452436731,0.997027328
SPATA6,,-0.188942651,0.244951159,-0.771348263,0.440500533,0.997027328
SPATS2L,,-0.147719439,0.168860654,-0.874800823,0.381682289,0.997027328
SPC24,,0.126373236,0.138253707,0.914067614,0.360681319,0.997027328
SPDL1,,-0.305969919,0.34841868,-0.878167378,0.379852892,0.997027328
SPEN,,-0.082445872,0.097857182,-0.842512231,0.399501297,0.997027328
SPG11,,0.098750252,0.122596846,0.805487705,0.420538299,0.997027328
SPG21,,-0.074301582,0.103300039,-0.719279319,0.471968836,0.997027328
SPINK4,,-0.068660758,0.089595196,-0.766344183,0.443471535,0.997027328
SPOCK1,,0.334852755,0.426905863,0.784371413,0.432822207,0.997027328
SPRY2,,0.298554899,0.314441486,0.949476812,0.34237816,0.997027328
SPRYD3,,-0.055206202,0.074595344,-0.740075704,0.45925406,0.997027328
SPRYD4,,-0.075531226,0.096069722,-0.786212599,0.431742946,0.997027328
SPSB2,,0.044575454,0.062613795,0.711911085,0.476519837,0.997027328
SPTB,,0.180595159,0.201242988,0.897398517,0.369506303,0.997027328
SPTSSA,,-0.067240452,0.078407519,-0.857576577,0.391126313,0.997027328
SPTY2D1,,0.089443543,0.116620962,0.766959401,0.443105654,0.997027328
SRGAP3,,-0.152109729,0.176593281,-0.861356262,0.389041857,0.997027328
SRP68,,-0.055157938,0.06210861,-0.888088429,0.374493186,0.997027328
SRSF3,,-0.069355935,0.085158552,-0.814433002,0.415396939,0.997027328
SRSF9,,-0.07415357,0.08731737,-0.84924191,0.395746697,0.997027328
SSBP3,,-0.062740083,0.082225512,-0.763024538,0.445448762,0.997027328
SSR4,,0.065467626,0.084356531,0.776082479,0.437700288,0.997027328
ST13,,-0.059965101,0.073702032,-0.81361531,0.415865365,0.997027328
ST3GAL3,,-0.099109595,0.127075574,-0.7799264,0.435434198,0.997027328
ST3GAL6,,0.098534808,0.135625097,0.726523412,0.46751796,0.997027328
STAM2,,0.102905717,0.111186596,0.925522686,0.354694089,0.997027328
STAMBPL1,,-0.174571386,0.194451891,-0.897761318,0.369312811,0.997027328
STARD10,,0.082048792,0.082747829,0.991552208,0.321416013,0.997027328
STAT3,,0.073368353,0.081706571,0.897949233,0.369212615,0.997027328
STAT5A,,0.077957607,0.078411565,0.994210576,0.32012036,0.997027328
STEAP4,,0.132631452,0.139847094,0.948403344,0.342924158,0.997027328
STK16,,0.059639912,0.066629076,0.895103394,0.37073182,0.997027328
STKLD1,,0.154508105,0.156703125,0.98599249,0.324136798,0.997027328
STMN1,,-0.099505585,0.110364686,-0.901607105,0.367265615,0.997027328
STX19,,0.449607184,0.547910403,0.82058523,0.411882564,0.997027328
STX2,,0.0694758,0.092986793,0.747157715,0.454968365,0.997027328
STX3,,0.103042761,0.1261269,0.816976884,0.413941638,0.997027328
STYK1,,-0.136632919,0.18711266,-0.730217397,0.46525731,0.997027328
STYX,,-0.075935079,0.080097801,-0.948029508,0.343114432,0.997027328
SUCO,,0.08376231,0.097039043,0.863181536,0.388037664,0.997027328
SUDS3,,0.040565816,0.055779032,0.727259234,0.467067166,0.997027328
SUMF2,,-0.086823518,0.093516754,-0.928427408,0.353185907,0.997027328
SUPT16H,,0.059387032,0.066755742,0.889616842,0.373671659,0.997027328
SUPT6H,,0.076024674,0.089943862,0.845245822,0.397973603,0.997027328
SURF4,,0.077060907,0.098326892,0.783721579,0.433203498,0.997027328
SYBU,,-0.412576056,0.536501272,-0.76901226,0.441886033,0.997027328
SYF2,,0.058667787,0.069519979,0.843898236,0.398726274,0.997027328
SYK,,0.08381915,0.086476287,0.969273233,0.33240888,0.997027328
SYNE4,,0.704351697,0.808490363,0.871193683,0.383648408,0.997027328
SYNGAP1,,0.296034058,0.31330142,0.944885782,0.344717191,0.997027328
SYNPO,,-0.639332295,0.768287058,-0.832152888,0.405322652,0.997027328
SYNPR,,-0.616458032,0.801249188,-0.769371179,0.441672993,0.997027328
SYT3,,-0.307472819,0.318699953,-0.964772086,0.33465898,0.997027328
SYTL2,,-0.165433774,0.172636749,-0.958276701,0.337923249,0.997027328
SZRD1,,0.075129848,0.101771473,0.738221092,0.460380108,0.997027328
TACC1,,-0.069566386,0.097973087,-0.710056077,0.477669362,0.997027328
TACR2,,0.556908931,0.784359658,0.710017306,0.477693405,0.997027328
TAF11,,-0.046179563,0.052801433,-0.874589206,0.381797463,0.997027328
TAF12,,0.061218684,0.071505116,0.856144114,0.39191807,0.997027328
TAF1D,,0.125531796,0.162289397,0.773505837,0.439223075,0.997027328
TAFAZZIN,,0.047264576,0.059317425,0.796807613,0.425562773,0.997027328
TAL1,,-0.093356137,0.114292626,-0.816816801,0.414033129,0.997027328
TAMALIN,,0.441975715,0.49572361,0.891576891,0.372619761,0.997027328
TAMM41,,0.125293642,0.146516823,0.855148501,0.392468942,0.997027328
TAOK1,,0.084445499,0.087890475,0.960803755,0.33665085,0.997027328
TAPBPL,,-0.077315271,0.07875282,-0.981746066,0.326224965,0.997027328
TARBP2,,-0.080548756,0.085707732,-0.939807351,0.347316387,0.997027328
TARS1,,0.084159949,0.092976944,0.905170085,0.365375287,0.997027328
TAX1BP3,,0.042028418,0.058493255,0.718517338,0.472438361,0.997027328
TBC1D10B,,-0.070408815,0.074815819,-0.941095287,0.34665603,0.997027328
TBC1D13,,0.050085082,0.067238985,0.744881586,0.456343308,0.997027328
TBC1D20,,-0.044803547,0.047816311,-0.936992966,0.348762176,0.997027328
TBC1D23,,0.132041366,0.177003214,0.745982873,0.455677761,0.997027328
TBC1D30,,0.134803676,0.140663542,0.958341259,0.337890705,0.997027328
TBC1D7,,0.080864841,0.084525137,0.95669577,0.338720834,0.997027328
TBCA,,0.085191672,0.117221483,0.726758179,0.467374107,0.997027328
TBCCD1,,0.243749517,0.245180117,0.994165103,0.320142495,0.997027328
TBRG4,,-0.060884141,0.066180209,-0.919975037,0.357585804,0.997027328
TBXAS1,,-0.06134196,0.080039586,-0.766395268,0.443441148,0.997027328
TCAIM,,-0.161314299,0.180552137,-0.893449957,0.37161626,0.997027328
TCEAL4,,-0.094681087,0.108892483,-0.869491483,0.384578364,0.997027328
TCEAL8,,-0.112957335,0.123433743,-0.915125248,0.360125882,0.997027328
TCFL5,,-0.173941048,0.236271811,-0.736190441,0.461614809,0.997027328
TCTE1,,-1.326545387,1.38912696,-0.95494899,0.339603494,0.997027328
TCTN1,,-0.069454,0.090192848,-0.770061056,0.441263676,0.997027328
TDP2,,0.088975882,0.122011944,0.729239119,0.465855406,0.997027328
TEAD2,,-0.479746926,0.607713015,-0.789430066,0.429860689,0.997027328
TEF,,-0.125314547,0.126332293,-0.991943896,0.321224894,0.997027328
TEKT5,,-0.115111338,0.125732326,-0.915526988,0.359915041,0.997027328
TEN1,,0.049438282,0.062307534,0.793455937,0.427512232,0.997027328
TENT5C,,0.156317032,0.212849795,0.734400671,0.462704578,0.997027328
TESC,,-0.099834312,0.11191366,-0.892065469,0.372357842,0.997027328
TEX101,,0.088876255,0.116071968,0.765699565,0.443855086,0.997027328
TEX12,,0.343515185,0.425017993,0.808236805,0.418954274,0.997027328
TEX264,,-0.06115615,0.073923094,-0.827294242,0.408070307,0.997027328
TEX30,,0.120748022,0.159834024,0.755458812,0.449973737,0.997027328
TFDP2,,0.11723205,0.142606433,0.822067054,0.411038735,0.997027328
TFEB,,0.053128736,0.064478906,0.823970814,0.409956142,0.997027328
TGFB1I1,,-0.107319342,0.118549655,-0.905269121,0.365322831,0.997027328
TGFBI,,0.088388964,0.092399188,0.956598928,0.33876973,0.997027328
TGFBR3,,-0.210518871,0.24856827,-0.84692576,0.397036503,0.997027328
TGM1,,0.137388445,0.193070529,0.711597186,0.47671425,0.997027328
TGM2,,0.184881343,0.216040077,0.855773361,0.392123153,0.997027328
THAP6,,-0.089236947,0.117217613,-0.761292983,0.446482091,0.997027328
THOP1,,-0.076413224,0.083366041,-0.91659893,0.359352845,0.997027328
THY1,,-0.21123547,0.273425732,-0.772551539,0.439787834,0.997027328
TIA1,,-0.091987664,0.095219345,-0.966060666,0.334013825,0.997027328
TIGD5,,-0.063182536,0.088597114,-0.713144396,0.47575641,0.997027328
TIMM10B,,0.124328443,0.131056804,0.94866073,0.342793193,0.997027328
TIMM17B,,0.049016871,0.062698783,0.781783446,0.434341851,0.997027328
TIMM22,,0.056198251,0.069007874,0.814374482,0.415430453,0.997027328
TIMP3,,-0.129054386,0.159814208,-0.807527612,0.419362573,0.997027328
TIPRL,,-0.075367914,0.103332118,-0.729375494,0.465772004,0.997027328
TJP2,,0.12580366,0.156784105,0.802400602,0.422321265,0.997027328
TJP3,,-0.297128626,0.379782928,-0.782364356,0.434000475,0.997027328
TLE3,,0.084882331,0.091982943,0.922805122,0.356108771,0.997027328
TLNRD1,,0.072523639,0.095679579,0.757984507,0.448460257,0.997027328
TM4SF1,,-0.791210939,0.985842822,-0.802573109,0.422221516,0.997027328
TMC7,,0.264496827,0.337679671,0.783277319,0.433464279,0.997027328
TMCC2,,0.270389925,0.295798491,0.914101775,0.36066337,0.997027328
TMCO1,,0.100159425,0.122498267,0.817639527,0.413563051,0.997027328
TMCO3,,0.092991511,0.097917255,0.949694825,0.34226734,0.997027328
TMCO6,,0.091532908,0.105866006,0.864610955,0.387252358,0.997027328
TMED1,,-0.049362896,0.060838538,-0.811375448,0.417150094,0.997027328
TMED6,,0.359110317,0.377468061,0.9513661,0.341418563,0.997027328
TMEM121B,,-0.719395253,1.009153446,-0.712870036,0.475926183,0.997027328
TMEM127,,0.066768987,0.071575255,0.932850151,0.350897343,0.997027328
TMEM128,,-0.073945765,0.076791943,-0.962936502,0.33557939,0.997027328
TMEM132E,,0.31506461,0.394808292,0.798019233,0.424859329,0.997027328
TMEM138,,0.052168016,0.066619244,0.783077269,0.433581739,0.997027328
TMEM14A,,0.067567284,0.08386178,0.805698177,0.420416901,0.997027328
TMEM150C,,-0.354066558,0.498693976,-0.709987638,0.477711802,0.997027328
TMEM160,,0.077082347,0.107190888,0.719112867,0.47207138,0.997027328
TMEM164,,0.046001913,0.062991039,0.730292972,0.465211123,0.997027328
TMEM171,,-0.127842071,0.179028009,-0.714089781,0.475171664,0.997027328
TMEM185A,,-0.103747888,0.109799112,-0.944888224,0.344715944,0.997027328
TMEM191C,,-0.467965582,0.643525616,-0.727190295,0.467109391,0.997027328
TMEM196,,-0.248934692,0.270989184,-0.918614864,0.358297054,0.997027328
TMEM225B,,-0.03223013,0.044551524,-0.723434964,0.469412697,0.997027328
TMEM243,,-0.102113701,0.137047128,-0.745099171,0.45621177,0.997027328
TMEM25,,-0.096488182,0.135289704,-0.713196786,0.475723995,0.997027328
TMEM263,,-0.077481034,0.08106761,-0.955758208,0.339194407,0.997027328
TMEM30A,,0.089214332,0.118326337,0.753968511,0.45086813,0.997027328
TMEM39A,,0.081810214,0.102711216,0.79650711,0.425737345,0.997027328
TMEM42,,-0.104010627,0.107238571,-0.969899414,0.332096632,0.997027328
TMEM52,,-0.252437168,0.353457821,-0.714193188,0.475107728,0.997027328
TMEM52B,,-0.199587488,0.265433961,-0.75192898,0.452093769,0.997027328
TMEM71,,-0.060079506,0.075301882,-0.797848664,0.424958317,0.997027328
TMEM81,,0.3823091,0.497276685,0.7688056,0.442008724,0.997027328
TMEM92,,-0.158821005,0.18230291,-0.871192922,0.383648824,0.997027328
TMEM94,,-0.118821849,0.13005182,-0.913650027,0.360900771,0.997027328
TMSB15A,,0.11475806,0.139266875,0.824015474,0.409930766,0.997027328
TMX3,,0.08342902,0.100954608,0.826401311,0.40857648,0.997027328
TNFAIP8,,-0.063742072,0.071504007,-0.891447542,0.372689122,0.997027328
TNFAIP8L1,,0.085262144,0.087949553,0.969443747,0.332323834,0.997027328
TNFAIP8L3,,0.596013408,0.659412514,0.903855168,0.366072204,0.997027328
TNFRSF13C,,-0.22032838,0.255667117,-0.861778328,0.388809513,0.997027328
TNFRSF1A,,0.095513247,0.113623446,0.840612128,0.400565262,0.997027328
TNFSF10,,-0.11740581,0.123409919,-0.951348247,0.341427622,0.997027328
TNFSF13,,0.060364944,0.073609299,0.820072259,0.412174916,0.997027328
TNFSF14,,0.092464091,0.107288573,0.861826086,0.388783228,0.997027328
TNFSF9,,0.068651321,0.095454784,0.719202521,0.472016146,0.997027328
TNIP3,,0.185873262,0.233590941,0.795721192,0.426194106,0.997027328
TNK1,,-0.157981037,0.165366804,-0.955337063,0.33940727,0.997027328
TNNT2,,0.143897813,0.20163871,0.713641803,0.475448701,0.997027328
TNRC6A,,-0.071263266,0.089747553,-0.79404133,0.427171371,0.997027328
TNS3,,-0.057886318,0.080070925,-0.722938047,0.469717947,0.997027328
TNXB,,-0.626479383,0.651586254,-0.961468077,0.336316869,0.997027328
TOB2,,-0.0796341,0.09838612,-0.809403804,0.418282915,0.997027328
TOP2B,,0.094159609,0.125827267,0.748324358,0.454264536,0.997027328
TOR4A,,0.09470379,0.133213251,0.710918689,0.477134624,0.997027328
TPGS1,,0.060884604,0.078935085,0.771325004,0.440514315,0.997027328
TPGS2,,-0.08339593,0.10208944,-0.816890857,0.413990803,0.997027328
TPP2,,0.091209039,0.119613497,0.762531329,0.445742953,0.997027328
TPRA1,,-0.051194924,0.064401553,-0.794933062,0.426652441,0.997027328
TPRG1,,0.962952624,1.028135639,0.936600764,0.348963959,0.997027328
TPT1,,0.058772751,0.080485563,0.730227245,0.465251291,0.997027328
TRABD2A,,0.492119955,0.676612608,0.727328975,0.467024452,0.997027328
TRAF3IP3,,-0.065688241,0.088353329,-0.743472161,0.45719587,0.997027328
TRAPPC11,,-0.080324376,0.105301601,-0.762802988,0.445580899,0.997027328
TRAPPC14,,0.079392306,0.09285743,0.85499142,0.392555898,0.997027328
TRAPPC2L,,0.083114535,0.09350914,0.888838613,0.374089821,0.997027328
TRAPPC4,,0.049403678,0.064663646,0.76401008,0.444861236,0.997027328
